trail_id,name,lat,lon
170836,Alpenpässeweg: Rosswald - Simplonpass,46.304276,8.040512
586309,Lac des Vaux,46.12212,7.219094
211532,A l'arrière de l'eau de la cascade,46.334663,7.537017
1022711,Val-d'Illiez - Les Bains,46.204319,6.89294
50596,Arigscheis (Nr. 41),46.06768,7.775301
120754,Wanderung vom Bettmerhorn via Riederfurka zur Riederalp,46.410534,8.077286
130903,Carl Zuckmayer Winterwanderweg,46.114449,7.930864
182126,Rundwanderung Roc Coupé – Bonavau – Champéry,46.175106,6.870421
80835,CM 1988 Bike,46.331959,7.526176
264400,Von Sion an der Bisse de Clavau nach Crans-Montana,46.227524,7.359033
98075,Langlaufloipe -Simplon Pass,46.24902,8.029878
848041,Planige - Col de la Malvoisie - Salquenen,46.292313,7.532728
595621,Kreuzboden - Heimischgarte - Saas-Grund,46.138641,7.964003
91225,Col de la Gueulaz – Mythische Alpenpässe,46.067551,6.9659
87243,Wasserleiten-Wanderung: Grächen - Chilcheri - Riedbach,46.195835,7.839093
82099,Furggen Erlebnisrundweg: Hannigalp Bergstation – Kapelle – Höhenweg bis Abzweigung Furgge – Stafel – Hannigalp Bergstation,46.206696,7.867812
132637,Gondo Marathon 2. Etappe,46.316444,8.017363
264781,Goldtoni - Alpenbogen A054 Gsteig-Arveyes,46.38747,7.267458
86825,Pas de Morgins - Mythische Alpenpässe,46.249496,6.947927
312307,Bike-Tour Tufteren-Europaweg-Täsch (Nr. 4),46.029518,7.774363
199911,Gemsweg,46.10854,7.928856
16044,Elwertätsch,46.425472,7.758291
1000715,Sentier du Balcon du Mont-Blanc,46.082573,6.976055
452361,Skitour auf das Staldhorn (2463 m.ü.M.),46.245968,8.024648
82709,Wallis Velo Tour: Oberwald - Brig (Etappe 4),46.530956,8.342702
2560,EasyTour,46.399437,7.772246
50542,Täschalp-Fluhalp (Pfulwe) (Nr. 46),46.058201,7.811207
159608,Cry d’Er-Crans-Montana Weg,46.334949,7.477493
201805,Rundweg Natischerberg,46.325508,7.988867
908549,Albinen - Guttet - Feschel,46.343693,7.632872
130861,Wege der Gletscherausblicke Schwarzberggletscher,46.048267,7.95482
164022,Grimsel - Bike,46.561745,8.338151
132594,Zwischbergenpass: Gondo - Zwischbergenpass - Saas-Almagell,46.195827,8.140672
46988,Winter-Erlebnisweg Lauchernalp,46.411205,7.774082
50805,Riffelalp-Winkelmatten (Nr. 114),46.004864,7.753651
85375,Biketour Galmihornhütte,46.468472,8.243939
82705,Wallis Velo Tour: Veysonnaz - Verbier (Etappe 7),46.195164,7.34114
201804,Von der Belalp zur Oberaletschhütte,46.371899,7.974688
183337,Lötschberger Südrampe,46.306709,7.881307
168797,Winterwanderung Simplonpass,46.245644,8.024021
91495,Via Ferrata in der Mauvoisin-Schlucht,46.003052,7.343204
120661,Wanderung vom Fieschertal via Fiesch nach Ernen,46.424576,8.142985
1000698,Torgon – Täler & Musts,46.310997,6.900368
1000694,Col de Champoussin – Wallis Velo Tour,46.175114,6.870336
112361,Val d'Hérens - Täler & Musts,46.229774,7.403495
50297,Dorfweg Randa (Nr. 133),46.100044,7.781684
23467,Lauchern Trail,46.411217,7.774179
946934,Lac de Soi,46.181965,6.900261
50253,Blumenweg (Nr. 3),46.016804,7.786342
552505,Salgesch-Leukerbad – Wallis Velo Tour,46.311638,7.570353
130890,Winterwanderweg Britanniahütte,46.068604,7.915606
613209,Über die Felsen,46.110775,7.494478
14289,Ferden - Faldumalp,46.394215,7.759884
120783,Auf dem Ritzweg und der Chastenbielstraße,46.403545,8.133489
132692,ViaStockalper - Stockalperweg (Brig - Simplonpass),46.319115,7.9897
513541,Schneeschuhlaufen Rosswald - Fleschboden,46.304276,8.041059
205051,Weinweg: Saillon bis Sion (Etappe 2),46.171921,7.184102
312309,Bike-Tour Blauherd-Sunnegga (Nr. 5),46.01685,7.78638
707118,Rundwanderung von der Fiescheralp durch den Tälligrattunel zur Märjela und zum Gletscherrand,46.413502,8.103486
946945,03. Champoussin Ecotrace,46.206608,6.866917
317880,Tour Blinnenhorn,46.468319,8.243857
595636,Suone Visperi: Gamsen-Eyholz-Visp,46.305847,7.953619
405299,Wanderung von der Fiescheralp via Burghütte und Aspi-Titter Hängebrücke nach Bellwald,46.413372,8.10341
946936,Grand-Paradis - Barme,46.16304,6.860994
130940,Mattmark-Stausee-Rundgang,46.048241,7.95494
212804,Europahutte to St Niklaus,46.105774,7.806507
130882,Weg der 4000er,46.139671,7.991011
117015,The Three Lakes Walk,46.229324,7.60985
277645,Rinderhutte to Restipass,46.369247,7.648785
389059,Cabane du Mont Fort to Cabane du Prafleuri,46.083851,7.281143
183357,Lens - Statue du Christ-Roi,46.281624,7.449096
14409,Kapellen am Lötschentaler Höhenweg,46.434711,7.86186
200490,Der Safranlehrpfad in Mund,46.314728,7.941786
1022708,Champéry - La Cour,46.181389,6.8743
175729,Secret Roads,46.31234,7.48014
50380,Mark Twain Weg (Nr. 18),45.992805,7.754931
61913,Dom Besteigung,46.102669,7.817651
494826,Alpe Äpnet Waldrand Weg,46.196087,7.839344
358837,4 Seen Tour Lötschental,46.434402,7.862304
2917,Bella-Tola,46.219692,7.602324
178569,Tour de l'éboulement des Diablerets,46.281708,7.216969
80803,Champex Bike,46.029949,7.116842
14684,Lötschentaler Sagenweg,46.41124,7.774102
120668,Themenweg Kastanienselve Salzgäb in Mörel-Filet,46.355713,8.043985
189787,Weinweg: Venthône – Leuk (Etappe 4),46.306698,7.529426
18150,Hockenhorn - Lötschenpass - Gasterental,46.425549,7.758193
343638,Bisse de Ricard - Chalais,46.26825,7.511674
183267,Gondo: Schmugglerpfad nach Bugliaga,46.198242,8.126693
167067,Rund um den Stausee Mauvoisin,46.002487,7.342287
112362,Val d’Illiez - Täler & Musts,46.249725,6.948061
209107,Rhein-Reuss-Rhôneweg: Gletsch - Münster,46.562344,8.361749
996860,21. Morgins - Chanso,46.237225,6.856776
