ID,title,difficulty,sport,length,time,climb,min,max,technique,fitness
1000693,Jeizibärg Bike,3 - difficult,Mountainbike,24.99,03:40,843,625, 2311,5,4
112856,Erlebnispfad Reckingen-Gluringen,1 - easy,Thematic route,9.0,-,429,1298, 1628,2,3
911350,Breithorn,2 - medium,Ski tour,17.81,04:00,366,1615, 4164,2,4
946953,Chemin des poussettes,0 - no rating,Hiking,3.88,01:00,102,1033, 1093,0,0
164029,Zum Schranni,1 - easy,Hiking,6.35,02:00,380,1616, 1858,1,2
984901,Von Mund nach Birgisch und Naters,2 - medium,Hiking,5.89,01:45,11,681, 1198,2,3
595633,"""Chemin dOssona""",2 - medium,Hiking,7.72,02:36,280,923, 1168,3,3
16050,Lötschenlücke,2 - medium,Ski tour,25.96,05:30,490,1535, 3480,2,4
525021,Winter Mattmarktour,2 - medium,Winter hiking,7.0,02:20,534,1671, 2205,3,3
167092,Wanderung ins Vallon de Réchy zum Lac du Louché,2 - medium,Hiking,20.13,06:28,410,1312, 2578,2,3
315039,Châteaux de Sion und Umgebung,1 - easy,Cycling,41.86,03:24,840,480, 1149,2,2
50737,Via ferrata Mammut - Route C,2 - medium,Via ferrata,5.53,03:30,791,1603, 2164,0,4
201802,Auf der historischen Strasse von Naters auf die Belalp,2 - medium,Hiking,11.23,04:50,1459,676, 2135,4,4
289404,Grimentz - Mottec n°4,1 - easy,Snowshoe,5.55,02:12,127,1512, 1599,0,1
203264,Sentier viticole / Rebweg,1 - easy,Hiking,7.53,02:00,190,534, 660,2,2
92277,Klettersteig Moiry,3 - difficult,Via ferrata,2.52,02:30,480,2108, 2311,0,5
130939,Alpenblumenpromenade,2 - medium,Thematic route,9.63,03:00,147,1553, 2520,2,3
185337,Bellwald: Mutti-Rundweg,2 - medium,Snowshoe,2.94,01:30,280,1534, 1802,3,3
911348,Schwarztor,1 - easy,Ski tour,16.83,04:00,117,1615, 3838,2,2
80834,Tour du Haut Lac,2 - medium,Cycling,52.35,06:15,575,372, 558,1,3
132649,Schneeschuhtrail Rothwald,3 - difficult,Snowshoe,6.37,03:00,469,1721, 2222,0,5
167081,"""Tour du Val dAnniviers: Vallon de Réchy - Bergsee Le Louché (Etappe 5)""",2 - medium,Hiking,15.1,05:00,710,2176, 2577,3,3
150443,Rondom Zermatt,0 - no rating,Hiking,81.74,38:07,6035,1439, 3414,0,0
489960,Fleschen Trail,2 - medium,Snowshoe,5.65,02:39,432,1631, 2063,3,2
132604,Talweg Ganter,2 - medium,Hiking,10.58,03:30,456,1065, 1405,2,3
175654,Tour de la falaise de St-Maurice,2 - medium,Hiking,7.29,02:15,358,413, 767,2,3
586711,Vitaparcours Moubra,2 - medium,Trailrunning,2.12,00:24,33,1396, 1429,3,3
946942,Champéry - Progrès - Sous Sex - Champéry,0 - no rating,Hiking,3.38,01:00,123,914, 1034,0,0
1032845,"""Jardin descalade des Crêts / Grimentz""",0 - no rating,Climbing,1.72,01:35,251,2128, 2379,0,0
132663,Rothwald: Rundweg «Über d Egge»,1 - easy,Hiking,4.63,01:30,251,1721, 1971,1,2
758867,Hannig Trail,2 - medium,Trailrunning,8.94,02:00,417,1824, 2756,4,4
50362,White Magic Trail,2 - medium,Snowshoe,3.55,01:45,7,1861, 2572,3,3
272191,Schneeschuh-Trail St-Jean - Mayoux,3 - difficult,Snowshoe,8.9,04:28,758,1202, 2138,2,5
358839,5 Seen Tour Lötschental,3 - difficult,Hiking,17.52,06:33,1155,1526, 2568,0,6
14227,Circular Hike along the Tenn Path of the Cross,1 - easy,Pilgrimage,3.95,01:45,180,1395, 1540,1,2
538917,Champex to Trient via Fenêtre d’Arpette,3 - difficult,Hiking,14.89,06:45,1199,1279, 2667,2,6
896068,Mattmark Memorial 1965 Halbmarathon-Trail,2 - medium,Trailrunning,21.08,04:00,783,1477, 2259,3,4
161199,Aminona-Aprili Trail,2 - medium,Snowshoe,5.64,02:30,380,1514, 1883,2,3
389983,Gruben to St Niklaus,0 - no rating,Hiking,13.41,05:35,1115,1822, 2893,0,0
120786,"Rundwanderung von Fiesch über Bellwald, Niederwald und Ernen nach Fiesch",2 - medium,Hiking,15.69,05:00,613,1007, 1562,2,4
91011,Simplon – Mythische Alpenpässe,2 - medium,Cycling,22.73,02:30,1334,672, 2006,3,4
63236,Route Nendaz – Nendaz,2 - medium,Hiking,12.43,04:06,304,1346, 1568,3,3
984906,Von Mund zur Kapelle Gstein,3 - difficult,Hiking,5.62,02:15,404,783, 1186,4,5
14259,Lauchernalp - Blatten,1 - easy,Hiking,5.56,01:30,89,1530, 1970,1,2
317883,Hängebrücke Bodmer,2 - medium,Hiking,6.8,-,523,1347, 1918,3,4
535369,Trient to Tré-le-Champ via Col de Balme,3 - difficult,Hiking,13.47,05:30,1117,1285, 2209,2,5
50567,Täschalp - Tufteren,2 - medium,Hiking,6.24,02:00,241,2137, 2349,2,3
343636,Bisse de Vercorin - Rückkehr bei den Mayens de Réchy,2 - medium,Hiking,11.96,03:55,533,1320, 1661,2,3
519122,Lehrpfad Charlotte la Marmotte,1 - easy,Hiking,7.74,02:30,3,901, 1471,1,1
447835,Skitour auf das Galehorn (2797 m.ü.M.),2 - medium,Ski tour,4.47,04:00,1004,1797, 2797,3,3
1020692,ZIN - WEX - Geologische wandeling in Moiry,0 - no rating,Hiking,10.37,03:40,672,2247, 2530,0,0
974667,Vom Hotel Belalp zum Hohbiel,3 - difficult,Hiking,2.91,01:30,543,2131, 2674,4,5
130891,Glacier Trail,2 - medium,Hiking,9.87,04:30,309,2205, 3037,4,4
50218,Bahnweg Täsch - Zermatt,1 - easy,Hiking,6.05,01:55,198,1438, 1632,2,2
383161,Dorfrundfahrt Saas-Fee,2 - medium,Mountainbike,8.08,01:10,260,1771, 2030,3,3
183141,Bisse du Sillonin (Sillonin-Suone),2 - medium,Hiking,7.07,02:04,53,736, 1036,4,1
85374,Biketour Gämschfax,2 - medium,Mountainbike,30.48,03:47,1048,1345, 2239,2,3
862984,Vitaparcours Saas-Fee,2 - medium,Running,2.59,00:30,73,1827, 1899,2,3
946944,02. Champoussin - U Yeü Tsalé - Les Bochasses,0 - no rating,Snowshoe,5.0,02:00,187,1373, 1554,0,0
130878,Sonnenweg Hannig im Winter,1 - easy,Winter hiking,3.97,01:30,1,1790, 2336,2,2
189740,Kulturweg,1 - easy,Hiking,12.91,03:00,230,573, 1401,2,2
52266,Weg der Stille,3 - difficult,Hiking,4.98,01:45,38,2298, 3081,5,4
120742,Alpine Wanderung UNESCO-Höhenweg vom Bettmerhorn zum Eggishorn,2 - medium,Hiking,3.02,03:00,372,2648, 2870,4,3
120751,Rundwanderung um den Bettmersee,1 - easy,Hiking,4.12,01:15,91,1924, 2016,1,2
16365,TorTour,3 - difficult,Cycling,30.6,04:00,1575,1330, 2110,5,6
16046,Hockenhorn - Gitzifurggu - Leukerbad,2 - medium,Ski tour,12.8,05:00,780,1445, 3205,3,3
310001,Grächen Loop,1 - easy,Mountainbike,10.42,01:32,330,1493, 1781,1,2
908548,Roggen-Dorf Erschmatt - Chalberweid - Erschmatt,2 - medium,Snowshoe,6.26,02:38,430,1242, 1672,4,4
405271,Winterwanderung Rundweg Bettmeralp - Lischa,1 - easy,Winter hiking,2.91,01:00,118,1924, 2042,1,1
343559,La Lé,2 - medium,Hiking,12.77,04:00,30,1323, 2326,0,4
2548,Top - Flyer Route / Flyer Tour,1 - easy,Cycling,18.7,02:00,527,1356, 1786,2,2
343637,Ar du Tsan,2 - medium,Hiking,7.11,02:20,166,2176, 2326,2,3
195115,Von Visperterminen durch das Nanztal auf den Simplonpass,3 - difficult,Hiking,18.69,05:00,762,1889, 2485,5,4
175725,Boucle découverte de Crans-Montana,0 - no rating,Cycling,19.13,01:12,491,1272, 1587,0,0
50166,Zermatt - Ried,1 - easy,Winter hiking,2.25,00:50,201,1600, 1800,2,2
15155,Fafleralp - Blatten,1 - easy,Hiking,6.46,01:57,161,1530, 1900,1,2
120675,"Winterwanderung am Wysswasser – Fiesch, Fieschertal und zurück",1 - easy,Winter hiking,5.36,01:30,82,1050, 1110,1,2
210503,Walk to Zmutt & Furi,1 - easy,Hiking,4.93,02:00,325,1612, 1933,1,2
283338,Vercorin: Rando Parc / Santa Maria,2 - medium,Ski tour,5.67,02:40,1000,1323, 2323,4,4
51022,Tour Matterhorn,3 - difficult,long-distance walking trail,147.31,60:00,10353,1403, 3316,0,6
85365,Auf zum Brudelhorn,3 - difficult,Hiking,14.43,08:00,1462,1340, 2791,2,5
389061,Le Châble to Cabane du Mont Fort,0 - no rating,Hiking,12.18,05:11,1632,820, 2452,0,0
368317,Familienwanderung von Ulrichen nach Reckingen,2 - medium,Hiking,7.6,02:00,5,1314, 1351,2,3
170055,Mit dem Fahrrad über den Simplonpass,3 - difficult,Cycling,42.3,04:00,1334,672, 2006,0,5
120640,Wanderung von Mörel-Filet über Zen Achru nach Termen,2 - medium,Hiking,6.1,02:20,450,757, 1124,3,3
946948,"""06. Frâchette - Croix de lAiguille""",0 - no rating,Snowshoe,6.56,03:00,305,1511, 1820,0,0
147759,Rundtour von Zermatt über Höhbalmen,3 - difficult,Hiking,20.36,07:30,1191,1605, 2746,3,6
50229,5-Seenweg,2 - medium,Thematic route,9.76,02:30,165,2130, 2584,3,3
823005,Bodma Winterwanderweg,2 - medium,Winter hiking,4.24,01:30,264,1358, 1622,1,3
389062,Alternative Day La Sage to Cabane de Moiry,0 - no rating,Hiking,11.17,05:17,1683,1661, 2868,0,0
91224,Grosser Sankt Bernhard – Mythische Alpenpässe,3 - difficult,Cycling,42.14,03:30,2072,502, 2468,3,5
164043,Stalenkapelle Trail,1 - easy,Snowshoe,5.08,01:55,200,1305, 1492,2,2
65671,Breithorn ascent,2 - medium,High tour,5.41,03:30,415,3788, 4164,0,4
203285,Weinweg: Sion – Venthône (Etappe 3),2 - medium,Hiking,18.72,05:38,492,505, 815,2,3
64249,Bisse du Tsittoret,2 - medium,Hiking,10.01,03:30,381,1502, 1883,2,4
698711,Fafleralp Biketour,2 - medium,Mountainbike,27.32,14:38,595,1192, 1773,0,4
85929,Emosson - Staudamm Trophy,3 - difficult,Cycling,31.96,03:00,1932,502, 1966,4,6
82153,Ravensburger Spieleweg: Prinzen-Route,1 - easy,Thematic route,7.75,02:35,316,1458, 1762,2,2
50688,Wisshornweg,3 - difficult,Hiking,14.17,06:40,1326,1620, 2936,5,5
120698,Von der Bettmeralp nach Fiesch,2 - medium,Mountainbike,17.27,01:30,178,1049, 1949,3,2
239012,"Le Trubelstock 2997,8 m.",3 - difficult,Hiking,7.95,03:45,1397,1598, 2995,5,5
405191,Wanderung vom Eggishorn über die Elselicka auf die Fiescheralp,2 - medium,Hiking,4.65,01:40,4,2208, 2868,3,2
132701,Kulturweg Landmauer Gamsen,1 - easy,Hiking,10.28,02:49,136,662, 765,1,2
405170,"Wanderung von der Riederalp über Oberried, Ried-Mörel nach Mörel-Filet",2 - medium,Hiking,7.79,04:00,3,760, 1928,2,3
170849,Schneeschuhtrail Holzji-Trail,3 - difficult,Snowshoe,4.73,02:44,802,1330, 2131,5,4
610038,Trail der Patrouilleure 15k,2 - medium,Trailrunning,17.15,03:50,1198,1499, 2539,4,3
120670,Wanderung von Fiesch via Martisberg und Goppisberg nach Mörel-Filet,2 - medium,Hiking,15.63,05:00,555,760, 1391,2,4
85344,Kulturweg in Geschinen,1 - easy,Thematic route,0.64,01:00,7,1350, 1367,1,2
185338,Bellwald: Fleschen-Rundweg,2 - medium,Snowshoe,5.74,02:30,424,1630, 2062,0,3
258053,Veros Schatzsuche: Belalp-Holzji-Blatten bei Naters,2 - medium,Thematic route,5.92,01:55,43,1333, 2137,3,3
100362,Bij de Grand Combin,3 - difficult,Hiking,102.31,47:57,7279,1490, 3534,5,5
210496,"Walk to Hotel Weisshorn, from St. Luc",0 - no rating,Hiking,9.36,03:01,393,2141, 2346,0,0
190776,Bike-Tour Hohtälli (Nr. 27),1 - easy,Mountainbike,12.73,01:40,350,1867, 3286,2,2
167099,Rundweg am Bergsturz der Diablerets,1 - easy,Hiking,6.89,02:22,265,1338, 1547,2,2
86826,Moiry - Staudamm Trophy,3 - difficult,Cycling,32.7,03:30,2042,531, 2250,5,6
937233,Croix de Culet - La Pisa - Champéry,2 - medium,Hiking,10.14,03:08,111,1033, 1933,1,3
16368,SunTour,2 - medium,Cycling,23.44,03:00,1025,1400, 2100,3,3
123744,Trient to Tré-le-Champ (Argentière) via Le Tour,2 - medium,Hiking,12.02,04:42,1000,1291, 2205,1,4
112360,Saas-Fee - Täler & Musts,2 - medium,Cycling,26.5,02:44,1200,648, 1806,3,4
503082,Schlittelweg Fiescheralp - Laxerwald - Lax - geschlossen,2 - medium,Sledge,10.97,00:36,4,1047, 2210,3,1
92757,Europaweg,3 - difficult,long-distance walking trail,37.72,16:00,2363,1227, 2605,5,6
85937,Mauvoisin - Staudamm Trophy,3 - difficult,Cycling,18.27,01:45,1020,822, 1841,5,5
1053397,360° Loop am Gornergrat,1 - easy,Hiking,1.06,00:20,41,3089, 3130,1,1
5113,Wolfstritt,0 - no rating,Hiking,6.9,04:30,4,1411, 2307,3,3
130938,Almageller Höhenweg,2 - medium,Hiking,10.35,03:30,204,1671, 2522,2,3
163519,"""Cry dEr - Crans""",2 - medium,Winter hiking,7.22,02:10,14,1475, 2267,3,3
519111,Tour des Combins,3 - difficult,Hiking,96.5,30:00,6034,1572, 2863,5,5
541501,Pont Bouthanais - Susten,1 - easy,Hiking,6.95,02:02,247,620, 851,0,2
1053395,Weg der Stille vom Gornergrat bis zur Riffelalp,2 - medium,Hiking,7.86,03:15,1,2203, 3090,4,4
996867,"Rote Piste ""MYET"" / Rando-Parc Morgins",2 - medium,Ski tour,6.12,02:30,711,1313, 2026,4,4
577845,De Chalais aux chalets ... en passant par LE VALLON,2 - medium,Thematic route,4.27,01:33,229,2097, 2326,0,4
16052,Ferdenrothorn,3 - difficult,Ski tour,15.17,06:30,1770,1380, 3130,5,5
190936,Chemin des villages d’Evolène,1 - easy,Hiking,11.09,03:45,545,1342, 1730,2,2
946950,"""16. Val-dIlliez - Champoussin""",0 - no rating,Snowshoe,5.93,02:00,428,949, 1360,0,0
1002536,Von Geimen übers Nessel zur Belalp,3 - difficult,Hiking,11.74,04:35,1141,1016, 2096,4,6
130942,Suonenweg Saas-Almagell - Saas-Grund,1 - easy,Thematic route,6.09,01:30,187,1556, 1767,2,2
761114,Jazzilücke-Trail,3 - difficult,Trailrunning,23.65,05:30,1463,1672, 3087,4,6
130883,Carl Zuckmayer Weg,1 - easy,Thematic route,4.49,01:30,220,1831, 2040,1,2
14328,SAC Hollandia Hut,2 - medium,High tour,14.08,06:00,1820,1535, 3235,0,4
308358,Grimsel Bike,2 - medium,Mountainbike,10.44,00:47,44,1352, 2206,3,1
164687,Bike-Tour 4-Seen (Nr. 29),1 - easy,Mountainbike,12.08,01:25,313,2129, 2571,2,2
850680,Trail Running (Simplon Dorf - Gondo - Bognanco),2 - medium,Trailrunning,27.13,05:45,1296,839, 2104,0,4
85385,Rundwanderung von Grimselpass - Sidelhorn via Jostsee,2 - medium,Hiking,8.54,03:22,643,2161, 2764,4,4
937236,"""La Frâche - Lac dAntème - La Frâche""",3 - difficult,Hiking,9.2,03:53,839,1226, 2065,3,5
120696,"Grosse Drei-Seen-Wanderung: Bettmersee, Blausee, Märjelensee",3 - difficult,Hiking,20.58,06:30,750,1924, 2489,2,5
143527,Stoneman Glaciara,3 - difficult,Mountainbike,126.37,12:00,4600,757, 2452,5,6
1022765,Trotti-Bike Abfahrt von der Belalp nach Blatten,0 - no rating,Cycling,7.94,00:25,10,1330, 2098,0,0
14246,Im Tellin,2 - medium,High tour,4.64,01:50,515,1530, 2000,0,3
200424,Rundwanderung über die Aspi-Titter Hängebrücke und Goms Bridge,3 - difficult,Hiking,17.85,05:58,1013,1008, 1827,4,5
946956,10. Grand-Paradis - La Lui,0 - no rating,Snowshoe,3.06,01:00,121,1056, 1144,0,0
1023772,Spaziergang Grindji,1 - easy,Hiking,4.68,01:30,200,694, 894,0,2
82707,Wallis Velo Tour: St-Luc Anniviers - Veysonnaz (Etappe 6),2 - medium,Cycling,77.22,05:00,1901,893, 1642,3,4
50512,Randa - Kinhütte,2 - medium,Hiking,7.93,03:30,1401,1407, 2587,4,4
7335,Champéry - Seen von Antème,0 - no rating,Hiking,14.3,07:00,1034,1026, 2075,3,3
519106,Tour du Saint-Bernard,3 - difficult,Hiking,87.79,32:00,5844,1255, 2914,5,6
156801,Via Francigena: St. Maurice - Martigny,2 - medium,Pilgrimage,16.99,04:29,189,415, 530,0,3
82150,Ravensburger Spieleweg: Prinzessinnen-Route,1 - easy,Thematic route,4.37,01:22,153,1620, 1766,2,2
368318,ViaRhôna : Saint-Gingolph / Thonon / Evian,2 - medium,Cycling,29.19,02:00,175,372, 426,3,3
682757,E-bike : Escape,2 - medium,Cycling,25.57,03:21,1083,1455, 2225,1,3
85363,Über den Galebrunne,2 - medium,Hiking,11.02,04:30,955,1283, 2265,3,4
120684,Rundwanderung von Mörel-Filet zur Tunetschalp und zurück,2 - medium,Hiking,8.17,03:30,647,741, 1382,2,3
130876,Waldweg Bodmen,1 - easy,Hiking,3.14,00:45,20,1671, 1803,1,2
16043,Sackhorn,2 - medium,Ski tour,10.57,02:00,505,1400, 3165,4,2
130905,Saas-Balen - Heimischgarte,1 - easy,Hiking,4.36,02:30,621,1486, 2112,2,2
545817,ViaStockalper - Stockalperweg (Brig - Domodossola),0 - no rating,long-distance walking trail,63.93,23:00,3245,274, 2101,3,3
220165,Bisse de Tsittoret,2 - medium,Hiking,10.71,03:19,365,1638, 2002,2,3
428068,"""Tour du Val dAnniviers - Road Bike""",3 - difficult,Cycling,67.56,05:37,1803,1119, 1978,2,6
8474,Lötschentaler Sagenweg,1 - easy,Hiking,18.2,02:30,703,1771, 2109,2,2
82101,Stafel-Panoramarundweg: Hannigalp Bergstation – Härdera – Stafel – Hannigalp Bergstation,1 - easy,Hiking,3.74,00:50,131,2080, 2210,2,2
1000713,Moosalp Panoramaweg,1 - easy,Hiking,6.76,02:05,194,1936, 2121,2,2
944888,Winter Wonder Trail (Nr. 146),2 - medium,Snowshoe,6.36,02:20,146,2130, 2306,3,4
51024,Zermatt - Furi (via Zmutt),2 - medium,Winter hiking,2.73,01:20,330,1614, 1931,3,4
164058,Rundweg Chastebiel,1 - easy,Winter hiking,5.58,02:00,221,1267, 1481,2,2
178477,Sentier de Salanfe,3 - difficult,Hiking,13.04,06:00,623,1396, 1983,6,3
7750,Panoramaweg über den Aletschgletscher,2 - medium,Hiking,17.3,05:00,608,1992, 2565,3,3
586320,Hochebene von Vérossaz,1 - easy,Hiking,9.07,03:03,465,413, 877,2,2
82704,Wallis Velo Tour: Verbier - Champéry (Etappe 8),3 - difficult,Cycling,105.84,07:30,2708,398, 1497,4,6
1049481,Riffelberg-Trail (F3),1 - easy,Mountainbike,7.2,00:15,4,1841, 2582,2,2
120765,Nordic Walking Rundweg Waldpromenade – Bettmeralp,1 - easy,Nordic Walking,3.16,50:00,95,1954, 2047,1,1
120654,Winterwanderung von der Moosfluh via Bergrestaurant Chüestall zur Riederalp,1 - easy,Winter hiking,5.99,02:00,73,1880, 2333,2,2
190765,Les Etangs des Briesses,1 - easy,Hiking,3.46,00:51,86,1332, 1404,1,1
264887,Schneeschuhwanderung von La Forclaz zu den Mayens de Bréona,2 - medium,Snowshoe,4.03,02:00,363,1714, 2077,3,4
911349,Dufourspitze,3 - difficult,Ski tour,22.26,09:00,1749,1615, 4634,5,6
167055,Von Savoleyres zum Bergsee Lac des Vaux,2 - medium,Hiking,14.14,04:30,381,1521, 2554,3,4
1022710,Champéry - Chemin des Poussettes,1 - easy,Winter hiking,4.13,01:15,100,1033, 1092,1,1
834888,Furggu,3 - difficult,Cycling,21.26,03:00,1217,838, 1873,0,5
561695,ZIN-DW - Tignousa - Chandolin,0 - no rating,Hiking,7.7,02:40,404,1911, 2406,0,0
170836,Alpenpässeweg: Rosswald - Simplonpass,3 - difficult,Hiking,19.25,06:30,964,1819, 2313,0,5
586309,Lac des Vaux,2 - medium,Hiking,8.76,03:00,467,2173, 2639,4,4
211532,"""A larrière de leau de la cascade""",2 - medium,Hiking,6.46,02:39,608,1124, 1690,2,3
1022711,"""Val-dIlliez - Les Bains""",1 - easy,Winter hiking,4.51,01:30,200,791, 942,1,2
50596,Arigscheis,3 - difficult,Hiking,9.38,04:10,826,1426, 2247,3,5
120754,Wanderung vom Bettmerhorn via Riederfurka zur Riederalp,2 - medium,Hiking,7.52,02:40,78,1923, 2652,2,3
130903,Carl Zuckmayer Winterwanderweg,1 - easy,Winter hiking,4.88,01:30,220,1818, 2040,1,2
182126,Rundwanderung Roc Coupé – Bonavau – Champéry,2 - medium,Hiking,12.09,04:15,578,1018, 1555,3,4
80835,CM 1988 Bike,2 - medium,Mountainbike,18.35,03:40,1140,1513, 2215,2,3
264400,Von Sion an der Bisse de Clavau nach Crans-Montana,3 - difficult,Hiking,21.82,07:00,1050,491, 1503,2,6
98075,Langlaufloipe -Simplon Pass,0 - no rating,Langlaufen,4.09,-,66,1987, 2016,3,3
848041,Planige - Col de la Malvoisie - Salquenen,1 - easy,Cycling,23.0,02:10,835,533, 1358,2,2
595621,Chrizbodu - Heimischgarte - Saas-Grund,2 - medium,Hiking,9.73,03:15,71,1553, 2471,3,3
91225,Col de la Gueulaz – Mythische Alpenpässe,2 - medium,Cycling,10.9,01:30,902,1064, 1966,3,4
87243,Wasserleiten-Wanderung: Grächen - Chilcheri - Riedbach,1 - easy,Hiking,4.08,01:10,268,1619, 1886,1,2
82099,Furggen Erlebnisrundweg: Hannigalp Bergstation – Kapelle – Höhenweg bis Abzweigung Furgge – Stafel – Hannigalp Bergstation,2 - medium,Hiking,4.35,01:15,230,2121, 2313,3,3
132637,Gondo Marathon 2. Etappe,3 - difficult,Trailrunning,41.04,08:00,2200,834, 2002,0,6
264781,Goldtoni - Alpenbogen A054 Gsteig-Arveyes,1 - easy,long-distance walking trail,27.3,07:16,1316,1178, 1778,1,2
86825,Pas de Morgins - Mythische Alpenpässe,2 - medium,Cycling,19.8,02:00,990,427, 1378,3,4
312307,Bike-Tour Blauherd-Täsch (Nr. 4),3 - difficult,Mountainbike,13.9,01:10,120,1450, 2571,4,3
199911,Gemsweg,2 - medium,Hiking,9.67,03:30,588,1760, 2205,3,4
16044,Elwertätsch,1 - easy,Ski tour,12.01,03:00,520,1400, 3180,2,2
1000715,Sentier du Balcon du Mont-Blanc,2 - medium,Hiking,8.41,03:10,741,1224, 1964,2,3
452361,Skitour auf das Staldhorn (2463 m.ü.M.),1 - easy,Ski tour,3.55,02:00,471,1985, 2456,0,2
82709,Wallis Velo Tour: Oberwald - Brig (Etappe 4),3 - difficult,Cycling,45.45,03:00,382,669, 1396,5,2
2560,EasyTour,0 - no rating,Cycling,25.0,01:00,624,1340, 1555,2,2
50542,Täschalp - Fluhalp (Pfulwe),3 - difficult,Hiking,9.65,04:55,979,2190, 3158,5,5
159608,Cry d’Er-Crans-Montana Weg,1 - easy,Winter hiking,7.33,02:00,1,1501, 2252,2,2
201805,Rundweg Natischerberg,2 - medium,Hiking,12.33,05:00,831,672, 1422,3,3
908549,Albinen - Guttet - Feschel,2 - medium,Winter hiking,8.48,02:28,325,1320, 1551,3,4
130861,Wege der Gletscherausblicke Schwarzberggletscher,2 - medium,Hiking,3.32,02:00,490,2198, 2693,3,2
164022,Grimsel - Bike,3 - difficult,Mountainbike,10.3,01:30,44,1353, 2206,5,3
132594,Zwischbergenpass: Gondo - Zwischbergenpass - Saas-Almagell,3 - difficult,Hiking,27.51,10:00,2478,838, 3268,3,6
46988,Winter Adventure Trail,2 - medium,Winter hiking,4.59,02:00,250,1910, 2110,3,2
50805,Riffelalp - Winkelmatten,2 - medium,Winter hiking,3.81,01:45,17,1664, 2215,3,3
85375,Biketour Galmihornhütte,2 - medium,Mountainbike,23.67,03:31,1097,1312, 2395,1,3
82705,Wallis Velo Tour: Veysonnaz - Verbier (Etappe 7),3 - difficult,Cycling,82.76,05:00,2319,459, 1491,3,5
201804,Von der Belalp zur Oberaletschhütte,3 - difficult,Hiking,10.03,04:05,824,1969, 2693,5,5
183337,Lötschberger Südrampe,1 - easy,Hiking,10.38,03:30,460,672, 900,2,2
168797,Winterwanderung Simplonpass,2 - medium,Winter hiking,3.21,01:30,19,1843, 1992,2,3
91495,Via Ferrata in der Mauvoisin-Schlucht,2 - medium,Via ferrata,1.64,01:30,200,1695, 1845,0,3
120661,Wanderung vom Fieschertal via Fiesch nach Ernen,1 - easy,Hiking,5.25,01:45,194,1007, 1196,1,2
1000698,Torgon – Täler & Musts,2 - medium,Cycling,12.9,01:25,772,394, 1142,4,4
1000694,Col de Champoussin – Wallis Velo Tour,2 - medium,Cycling,8.83,01:10,553,1033, 1587,4,4
112361,"""Val dHérens - Täler & Musts""",3 - difficult,Cycling,27.54,02:50,1296,513, 1451,3,5
50297,Dorfweg Randa,1 - easy,Winter hiking,4.67,01:30,172,1406, 1577,2,2
23467,Laucherntrail,1 - easy,Snowshoe,2.2,01:00,145,1970, 2130,1,1
946934,Lac de Soi,0 - no rating,Hiking,12.42,06:00,1042,1205, 2247,0,0
50253,Flower Trail,2 - medium,Thematic route,4.59,01:20,76,2215, 2578,2,3
552505,Salgesch-Leukerbad – Wallis Velo Tour,2 - medium,Cycling,15.9,01:20,799,582, 1380,4,4
130890,Winterwanderweg Britanniahütte,1 - easy,Winter hiking,3.02,01:15,201,2862, 3030,2,2
613209,Über die Felsen,1 - easy,Trailrunning,10.51,02:02,426,1342, 1729,1,2
14289,Ferden - Faldumalp,2 - medium,Hiking,3.58,01:45,680,1380, 2025,2,4
120783,Auf dem Ritzweg und der Chastenbielstraße,2 - medium,Mountainbike,25.95,03:15,629,990, 1484,3,4
132692,ViaStockalper - Stockalperweg (Brig - Simplonpass),3 - difficult,Hiking,12.31,05:30,1606,672, 2003,2,6
513541,Schneeschuhlaufen Rosswald - Fleschboden,1 - easy,Snowshoe,3.73,01:30,304,1821, 2125,2,2
205051,Weinweg: Saillon bis Sion (Etappe 2),2 - medium,Hiking,21.73,06:45,716,483, 694,2,3
312309,Bike-Tour Blauherd-Sunnegga (Nr. 5),2 - medium,Mountainbike,4.64,00:30,88,2282, 2571,3,2
707118,Rundwanderung von der Fiescheralp durch den Tälligrattunel zur Märjela und zum Gletscherrand,2 - medium,Hiking,10.52,03:05,312,2177, 2357,4,3
946945,03. Champoussin Ecotrace,0 - no rating,Snowshoe,1.72,01:00,102,1465, 1553,0,0
317880,Tour Blinnenhorn,2 - medium,long-distance walking trail,107.0,-,6923,1189, 3350,4,6
595636,Suone Visperi: Gamsen-Eyholz-Visp,1 - easy,Hiking,7.53,02:30,315,649, 975,0,2
405299,Wanderung von der Fiescheralp via Burghütte und Aspi-Titter Hängebrücke nach Bellwald,2 - medium,Hiking,14.11,04:50,457,1552, 2374,4,4
946936,Grand-Paradis - Barme,0 - no rating,Hiking,6.29,02:35,569,1056, 1625,0,0
130940,Mattmark-Stausee-Rundgang,1 - easy,Hiking,8.0,02:30,110,2198, 2253,1,2
212804,Europahutte to St Niklaus,3 - difficult,Hiking,16.02,07:00,556,1093, 2704,2,5
130882,Weg der 4000er,1 - easy,Thematic route,1.21,01:30,94,3116, 3196,2,2
117015,The Three Lakes Walk,2 - medium,Hiking,12.67,04:30,600,2141, 2635,0,3
277645,Rinderhutte to Restipass,2 - medium,Hiking,13.18,06:00,540,2290, 2633,2,4
389059,Cabane du Mont Fort to Cabane du Prafleuri,0 - no rating,Hiking,15.79,06:17,932,2356, 2987,0,0
183357,Lens - Statue du Christ-Roi,1 - easy,Hiking,2.03,00:41,140,1130, 1269,1,2
