ID,title,difficulty,sport,length,time,climb,min,max,technique,fitness,region,trail_id,name,lat,lon
131469,First - Schwarzhorn - First,2 - medium,Hiking,8.26,05:45,935,2079,2927.0,4,4,berneroberland,131469,First - Schwarzhorn - First,46.660076,8.053879
709666,Heuberg Oeschinensee,2 - medium,Hiking,8.1,03:00,453,1583,1987.0,4,4,berneroberland,709666,Heuberg Oeschinensee,46.502129,7.697344
761144,Tour de la Chia,1 - easy,Cycling,23.07,02:00,630,737,1350.0,1,2,freiburg-region,761144,Tour de la Chia,46.625851,7.065857
795297,Entre le Lac Léman et La Gruyère,2 - medium,Racing,64.46,03:35,978,710,1260.0,0,3,freiburg-region,795297,Entre le Lac Léman et La Gruyère,46.625862,7.065974
183419,Übersicht der Etappen Familien-Routen,1 - easy,Long distance cycling,208.23,14:00,272,428,529.0,1,1,freiburg-region,183419,Übersicht der Etappen Familien-Routen,46.848763,6.846503
823054,Tour du Moléson,2 - medium,Mountainbike,41.62,03:30,1026,685,1542.0,1,3,freiburg-region,823054,Tour du Moléson,46.625874,7.066071
114252,Rund um die Gastlosen – keine ungastliche Wanderung,2 - medium,Hiking,10.98,04:15,625,1477,1904.0,4,4,freiburg-region,114252,Rund um die Gastlosen – keine ungastliche Wanderung,46.594982,7.283009
793251,Charmey - Lac Noir - Jaun,2 - medium,Mountainbike,35.45,03:15,1131,855,1580.0,2,3,freiburg-region,793251,Charmey - Lac Noir - Jaun,46.618362,7.16857
247254,The Cheese Trail,2 - medium,Hiking,12.19,04:00,715,749,1233.0,2,4,freiburg-region,247254,The Cheese Trail,46.581882,7.072498
707091,3 parcs naturels - 3 cols,3 - difficult,Racing,145.32,07:00,3428,664,1853.0,1,5,freiburg-region,707091,3 parcs naturels - 3 cols,46.625858,7.065735
823030,Circuit Gros Plané - Le Niremont - Les Alpettes,2 - medium,Mountainbike,36.79,03:30,1155,728,1513.0,2,3,freiburg-region,823030,Circuit Gros Plané - Le Niremont - Les Alpettes,46.625851,7.065853
707092,Le Cousimbert - La Berra - La Valsainte,2 - medium,Mountainbike,58.81,06:00,1611,674,1719.0,4,4,freiburg-region,707092,Le Cousimbert - La Berra - La Valsainte,46.6259,7.065806
247240,Walk to Broc and Cailler Chocolate Factory,1 - easy,Hiking,7.43,02:00,90,687,813.0,1,1,freiburg-region,247240,Walk to Broc and Cailler Chocolate Factory,46.583427,7.081039
819426,Circuit autour de La Berra,2 - medium,Mountainbike,24.59,02:30,847,1009,1719.0,2,3,freiburg-region,819426,Circuit autour de La Berra,46.686966,7.154736
276260,Bäumiges Freiburg 1,2 - medium,Hiking,16.67,05:00,310,737,920.0,2,4,freiburg-region,276260,Bäumiges Freiburg 1,46.609829,6.911329
156762,Gantrisch-Fribourg-Weg: Fribourg - Romont,3 - difficult,Pilgrimage,29.22,07:47,500,567,781.0,0,5,freiburg-region,156762,Gantrisch-Fribourg-Weg: Fribourg - Romont,46.802662,7.151093
893017,Circuit Gruyères - Moléson Village,2 - medium,Mountainbike,16.49,02:15,620,736,1230.0,1,3,freiburg-region,893017,Circuit Gruyères - Moléson Village,46.583073,7.080443
761157,Le long de la Trême,1 - easy,Cycling,33.88,03:00,907,743,1470.0,1,2,freiburg-region,761157,Le long de la Trême,46.625858,7.06594
769390,La Valsainte/Charmey depuis Bulle,2 - medium,Mountainbike,35.49,03:30,642,677,1019.0,2,3,freiburg-region,769390,La Valsainte/Charmey depuis Bulle,46.625854,7.06589
819437,Boucle La Berra - Lac Noir - Charmey,3 - difficult,Mountainbike,52.06,04:00,2095,855,1712.0,3,5,freiburg-region,819437,Boucle La Berra - Lac Noir - Charmey,46.686882,7.154589
848062,Château de Gruyères - Chocolaterie Cailler - Maison du Gruyère,1 - easy,Cycling,14.4,01:30,232,678,808.0,0,1,freiburg-region,848062,Château de Gruyères - Chocolaterie Cailler - Maison du Gruyère,46.583267,7.080707
616598,Von Châtel-sur-Montsalvens via Gorges de la Jogne - Mont Bifé - Vanil des Cours - nach Corbières,2 - medium,Hiking,15.5,05:30,1140,718,1562.0,2,3,freiburg-region,616598,Von Châtel-sur-Montsalvens via Gorges de la Jogne - Mont Bifé - Vanil des Cours - nach Corbières,46.613937,7.130127
707086,La Route du Chocolat et du Fromage,1 - easy,Cycling,27.29,02:00,219,678,806.0,0,2,freiburg-region,707086,La Route du Chocolat et du Fromage,46.625881,7.06573
616560,Von Jaun Dorf via Wolfs Ort nach SAC Grubenberghütte,2 - medium,Hiking,10.2,03:45,1100,1000,1915.0,3,3,freiburg-region,616560,Von Jaun Dorf via Wolfs Ort nach SAC Grubenberghütte,46.610725,7.27584
859951,Circuit Château de Gruyères - Grandvillard,1 - easy,Cycling,15.93,01:30,174,696,808.0,0,2,freiburg-region,859951,Circuit Château de Gruyères - Grandvillard,46.583389,7.080976
823040,"Open Bike Haute-Gruyère, grand parcours",2 - medium,Mountainbike,42.48,03:30,1239,697,1118.0,2,3,freiburg-region,823040,"Open Bike Haute-Gruyère, grand parcours",46.543556,7.083674
859955,Charmey - Buvette Hauta Chia,2 - medium,Mountainbike,26.69,02:45,816,855,1474.0,1,3,freiburg-region,859955,Charmey - Buvette Hauta Chia,46.618332,7.167887
823067,Tour du lac de la Gruyère,1 - easy,Racing,47.5,03:00,758,659,953.0,0,2,freiburg-region,823067,Tour du lac de la Gruyère,46.625866,7.06602
910305,Schwarzsee - Patraflon - Pointe de Balachaux - Schopfenspitz - Combi - Stierenberg - Schwarzsee,2 - medium,Hiking,14.8,05:30,1300,1046,2104.0,3,4,freiburg-region,910305,Rundwanderung von Schwarzsee - Patraflon - Pointe de Balachaux - Schopfenspitz - Combi - Stierenberg - Schwarzsee,46.664627,7.273861
109935,Geschichte zweier Epochen am Mont Vully,1 - easy,Hiking,11.78,03:30,350,429,647.0,2,2,freiburg-region,109935,Geschichte zweier Epochen am Mont Vully,46.964108,7.119211
716667,Wanderung von der Berg- zu Mittelstation,1 - easy,Hiking,2.62,01:02,56,1474,1824.0,3,3,freiburg-region,716667,Wanderung von der Berg- zu Mittelstation,46.547943,7.013448
777470,Patraflon & Schopfenspitz,2 - medium,Hiking,15.54,04:38,1185,1059,2094.0,4,5,freiburg-region,777470,Patraflon & Schopfenspitz,46.663288,7.272835
555309,Stadtwanderung Fribourg,1 - easy,Hiking,6.45,01:56,158,531,625.0,1,1,freiburg-region,555309,Stadtwanderung Fribourg,46.803261,7.151498
615619,Dent de Broc ⛰,3 - difficult,Hiking,10.55,03:34,1108,725,1814.0,5,6,freiburg-region,615619,Dent de Broc ⛰,46.602345,7.105991
63229,Charmey - La Valsainte,1 - easy,Thematic route,5.22,02:00,196,880,1008.0,2,2,freiburg-region,63229,Charmey - La Valsainte,46.618347,7.167004
75536,"Via Le Gruyère AOP, Etappe 3a",1 - easy,Thematic route,6.34,02:00,146,702,835.0,0,2,freiburg-region,75536,"Via Le Gruyère AOP, Etappe 3a",46.583694,7.081773
814906,Riggisalp-Brecca-Schwarzsee Gypsera,2 - medium,Hiking,10.4,03:17,148,1040,1509.0,4,4,freiburg-region,814906,Riggisalp-Brecca-Schwarzsee Gypsera,46.657005,7.293226
891224,GFW 39 - Buechechäppeli,0 - no rating,Hiking,8.08,02:20,250,801,1039.0,0,0,freiburg-region,891224,GFW 39 - Buechechäppeli,46.754227,7.291022
131280,Jerusalemweg: Romont - Fribourg,3 - difficult,Pilgrimage,28.83,07:15,340,569,779.0,1,6,freiburg-region,131280,Jerusalemweg: Romont - Fribourg,46.694603,6.917935
114424,"Via Le Gruyère AOP, Etappe 6b",1 - easy,Thematic route,7.65,04:00,288,759,994.0,0,2,freiburg-region,114424,"Via Le Gruyère AOP, Etappe 6b",46.525742,7.059444
60581,Vanil Noir,3 - difficult,Hiking,22.36,08:00,942,929,1723.0,5,5,freiburg-region,60581,Vanil Noir,46.598328,7.237651
771105,Gruyères - Aérodrome - Gruyères,1 - easy,Hiking,5.81,01:40,127,689,808.0,0,1,freiburg-region,771105,Gruyères - Aérodrome - Gruyères,46.582439,7.080222
555780,Kleinbösingen Rundgang,1 - easy,Hiking,6.58,01:25,81,490,565.0,3,3,freiburg-region,555780,Kleinbösingen Rundgang,46.899616,7.204424
558481,Boucle Courtepin 3h,1 - easy,Hiking,16.26,03:00,231,461,593.0,1,2,freiburg-region,558481,Boucle Courtepin 3h,46.865578,7.118817
75535,"Via Le Gruyère AOP, Etappe 4",1 - easy,Thematic route,3.15,02:00,123,764,882.0,0,2,freiburg-region,75535,"Via Le Gruyère AOP, Etappe 4",46.560051,7.102943
114432,"Via Le Gruyère AOP, Etappe 3b",2 - medium,Thematic route,10.16,04:00,372,735,952.0,0,4,freiburg-region,114432,"Via Le Gruyère AOP, Etappe 3b",46.583694,7.081773
767150,Bulle - Mont de Riaz - Sorens - Gumefens - Bulle,2 - medium,Mountainbike,30.73,03:20,619,677,1116.0,0,3,freiburg-region,767150,Bulle - Mont de Riaz - Sorens - Gumefens - Bulle,46.625572,7.065887
75539,"Via Le Gruyère AOP, Etappe 6a",1 - easy,Thematic route,3.38,02:00,92,774,882.0,0,2,freiburg-region,75539,"Via Le Gruyère AOP, Etappe 6a",46.504871,7.062336
769094,Stierenberglauf 2020,2 - medium,Trailrunning,9.91,01:23,570,1048,1513.0,5,5,freiburg-region,769094,Stierenberglauf 2020,46.66943,7.288176
75540,"Via Le Gruyère AOP, Etappe 8",2 - medium,Thematic route,9.13,04:00,504,970,1512.0,0,4,freiburg-region,75540,"Via Le Gruyère AOP, Etappe 8",46.46907,7.007491
75530,"Via Le Gruyère AOP, Etappe 1a",1 - easy,Thematic route,5.31,02:00,179,885,1022.0,0,2,freiburg-region,75530,"Via Le Gruyère AOP, Etappe 1a",46.619389,7.163767
114422,"Via Le Gruyère AOP, Etappe 2b",2 - medium,Thematic route,8.52,04:00,155,691,909.0,0,4,freiburg-region,114422,"Via Le Gruyère AOP, Etappe 2b",46.618687,7.141257
411429,Charmey - Gstaad-Schönried,2 - medium,Cycling,33.61,03:03,973,848,1634.0,2,4,freiburg-region,411429,Charmey - Gstaad-Schönried,46.621189,7.16303
558706,Boucle depuis Sodbach,1 - easy,Hiking,8.9,02:24,289,627,784.0,1,2,freiburg-region,558706,Boucle depuis Sodbach,46.825382,7.318217
615229,Oleyres,1 - easy,Hiking,5.63,01:28,156,502,619.0,1,1,freiburg-region,615229,Oleyres,46.859104,7.058244
75524,Via Le Gruyère AOP,1 - easy,Thematic route,91.09,08:00,2971,678,1512.0,2,2,freiburg-region,75524,Via Le Gruyère AOP,46.64925,7.187992
722980,Rund um den Schwyberg,2 - medium,Mountainbike,34.2,03:21,1206,876,1545.0,4,5,freiburg-region,722980,Rund um den Schwyberg,46.700123,7.304004
802923,Bulle - Charmey par Motélon,0 - no rating,Mountainbike,16.72,01:45,279,678,898.0,0,0,freiburg-region,802923,Bulle - Charmey par Motélon,46.625854,7.065902
185708,Murten - Estavayer-le-Lac,1 - easy,Long distance cycling,33.57,02:18,120,432,498.0,1,1,freiburg-region,185708,Murten - Estavayer-le-Lac,46.848763,6.846498
904271,Neyruz torny,1 - easy,Hiking,21.53,04:29,341,589,749.0,3,4,freiburg-region,904271,Neyruz torny,46.759964,7.048351
750936,Rigisalp - Kaiseregg - Brecaschlund,2 - medium,Hiking,17.88,05:39,929,1045,2177.0,5,6,freiburg-region,750936,Rigisalp - Kaiseregg - Brecaschlund,46.658764,7.293772
97276,Lac de Gruyere - Aigle (day 15),0 - no rating,Long distance cycling,74.8,07:19,1497,402,1445.0,0,0,freiburg-region,97276,Lac de Gruyere - Aigle (day 15),46.674603,7.086331
844589,Bulle - Lessoc,2 - medium,Mountainbike,36.12,03:25,416,683,860.0,0,3,freiburg-region,844589,Bulle - Lessoc,46.625851,7.065878
808124,Bezint eer ge begint,3 - difficult,Mountainbike,35.34,04:24,930,843,1536.0,4,5,freiburg-region,808124,Bezint eer ge begint,46.668465,7.280342
348118,Glacier 3000 (Scex Rouge) - Quille du Diable - Glacier 3000 (Scex Rouge),2 - medium,Hiking,5.0,01:30,132,2822,2923.0,3,3,genferseegebiet-waadtland,348118,Glacier 3000 (Scex Rouge) - Quille du Diable - Glacier 3000 (Scex Rouge),46.326454,7.205016
167065,LEY-WIW- Le Flot de Crête,1 - easy,Winter hiking,4.58,01:22,108,1142,1386.0,0,2,genferseegebiet-waadtland,167065,LEY-WIW- Le Flot de Crête,46.354065,7.021117
1002834,Le Chenit – Col du Marchairuz – Le Chenit,3 - difficult,Mountainbike,50.48,05:45,1028,1005,1484.0,3,5,genferseegebiet-waadtland,1002834,Le Chenit – Col du Marchairuz – Le Chenit,46.624481,6.250556
156804,Via Francigena: Lausanne - Vevey,2 - medium,Pilgrimage,23.43,06:31,229,372,527.0,0,4,genferseegebiet-waadtland,156804,Via Francigena: Lausanne - Vevey,46.522827,6.635526
156775,Drei-Seen-Weg: Avenches - Payerne,1 - easy,Pilgrimage,12.8,03:20,147,447,578.0,0,2,genferseegebiet-waadtland,156775,Drei-Seen-Weg: Avenches - Payerne,46.880661,7.042317
114360,Swiss fine wine trail - La Côte,1 - easy,Hiking,7.28,01:56,95,396,552.0,1,1,genferseegebiet-waadtland,114360,Swiss fine wine trail - La Côte,46.493923,6.393186
61633,Rocher de Naye,2 - medium,Mountainbike,11.89,01:21,133,389,1972.0,4,3,genferseegebiet-waadtland,61633,Rocher de Naye,46.431686,6.97851
335815,Via Francigena: AIVF Variante via Bex,1 - easy,Pilgrimage,10.7,03:01,227,413,535.0,0,2,genferseegebiet-waadtland,335815,Via Francigena: AIVF Variante via Bex,46.296062,6.995557
543688,Via Francigena: Variante Lignerolle,1 - easy,Pilgrimage,5.66,01:37,103,604,929.0,0,2,genferseegebiet-waadtland,543688,Via Francigena: Variante Lignerolle,46.729649,6.41577
276168,Mittelpunkt Waadt,1 - easy,Hiking,12.35,03:30,40,443,864.0,2,2,genferseegebiet-waadtland,276168,Mittelpunkt Waadt,46.564793,6.691936
508310,Über die Sprachgrenze ins Saanenland,1 - easy,Hiking,7.46,02:00,180,970,1049.0,2,2,genferseegebiet-waadtland,508310,Über die Sprachgrenze ins Saanenland,46.488602,7.209076
156756,Weg der Romandie: Moudon - Lausanne,3 - difficult,Pilgrimage,28.94,07:55,570,510,876.0,0,5,genferseegebiet-waadtland,156756,Weg der Romandie: Moudon - Lausanne,46.667694,6.799769
545709,Via Francigena: Variante Romainmôtier,1 - easy,Pilgrimage,12.82,03:28,185,482,715.0,0,2,genferseegebiet-waadtland,545709,Via Francigena: Variante Romainmôtier,46.730808,6.460436
948836,Glacier 3000 - Arpelistock (3036 M.Ü.M),3 - difficult,Ski tour,9.56,02:20,796,2239,3035.0,6,5,genferseegebiet-waadtland,948836,Glacier 3000 - Arpelistock (3036 M.Ü.M),46.326149,7.205783
63184,Route Eclépens – Chavornay,2 - medium,Hiking,12.57,03:32,281,447,613.0,3,3,genferseegebiet-waadtland,63184,Route Eclépens – Chavornay,46.65694,6.552239
70042,"""Von der Videmanette ins Pays dEnhaut""",2 - medium,Hiking,10.5,03:25,230,914,2141.0,4,3,genferseegebiet-waadtland,70042,Von der Videmanette ins Pays d'Enhaut,46.460018,7.205252
58455,"Col de Voré – Bergseen, Alpen, Gletschersicht",2 - medium,Hiking,12.68,04:30,420,1129,1916.0,3,3,genferseegebiet-waadtland,58455,"Col de Voré – Bergseen, Alpen, Gletschersicht",46.3535,7.205329
131701,Glacier 3000 (Scex Rouge) - Sanetsch - Gsteig,3 - difficult,Hiking,18.98,05:45,107,1178,2935.0,4,5,genferseegebiet-waadtland,131701,Glacier 3000 (Scex Rouge) - Sanetsch - Gsteig,46.326778,7.20464
156800,Via Francigena: Aigle - St-Maurice,2 - medium,Pilgrimage,17.51,04:59,398,394,643.0,0,3,genferseegebiet-waadtland,156800,Via Francigena: Aigle - St-Maurice,46.317619,6.970111
108773,LEY-HDW - Château de Chillon - Montreux,1 - easy,Hiking,3.1,00:45,5,373,384.0,1,1,genferseegebiet-waadtland,108773,LEY-HDW - Chateau Chillon - Montreux,46.415043,6.92821
71485,Route Château de Chillon – Le Bouveret,1 - easy,Hiking,10.55,02:41,56,370,390.0,2,2,genferseegebiet-waadtland,71485,Route Château de Chillon – Le Bouveret,46.41486,6.927767
108304,"""LEY-DW - Mont dOr""",3 - difficult,Hiking,17.21,07:51,1199,1381,2175.0,3,5,genferseegebiet-waadtland,108304,LEY-DW - Mont d'Or,46.354244,7.021242
494811,LEY-WIW-DW- Leysin-Aigle,0 - no rating,Winter hiking,7.37,02:15,8,419,1388.0,0,0,genferseegebiet-waadtland,494811,LEY-WIW-DW- Leysin-Aigle,46.354221,7.02104
112042,LEY-HDW - Prafandaz,1 - easy,Hiking,9.6,03:05,424,1249,1580.0,2,2,genferseegebiet-waadtland,112042,LEY-HDW - Prafandaz,46.354134,7.021279
494779,LEY-WIW- La Boule de Gomme,0 - no rating,Winter hiking,4.36,01:15,83,1185,1289.0,0,0,genferseegebiet-waadtland,494779,LEY-WIW- La Boule de Gomme,46.343845,7.013484
296983,Von Vevey durch das Lavaux nach Lausanne,3 - difficult,Hiking,21.46,06:00,223,372,502.0,1,5,genferseegebiet-waadtland,296983,Von Vevey durch das Lavaux nach Lausanne,46.463383,6.842649
83739,Wanderung Le Pont – Vallorbe,1 - easy,Hiking,8.18,02:10,110,750,1102.0,1,1,genferseegebiet-waadtland,83739,Wanderung Le Pont – Vallorbe,46.668747,6.324976
162917,Pässewanderung im Grenzgebiet Bern - Waadt,2 - medium,Hiking,10.98,04:00,620,1177,1919.0,4,3,genferseegebiet-waadtland,162917,Pässewanderung im Grenzgebiet Bern - Waadt,46.353607,7.205531
853397,GFW 30 - Le Sentier du Sel,2 - medium,Hiking,13.34,04:30,320,481,1022.0,3,4,genferseegebiet-waadtland,853397,GFW 30 - Le Sentier du Sel,46.327332,7.023731
104901,"DW Lac Lioson, Les Mosses",2 - medium,Hiking,10.27,03:35,559,1443,1959.0,2,3,genferseegebiet-waadtland,104901,"DW Lac Lioson, Les Mosses",46.396191,7.101999
63353,From one pass to the other !,2 - medium,Hiking,16.38,08:00,704,1171,1654.0,3,4,genferseegebiet-waadtland,63353,Von einem Pass zum anderen!,46.650547,6.368465
48956,"""Zwischen Saanenland und Pays dEnhaut""",2 - medium,Hiking,13.24,04:40,534,1009,2141.0,4,4,genferseegebiet-waadtland,48956,Zwischen Saanenland und Pays d'Enhaut,46.459679,7.204755
1022681,LEY-DW- Onder en langs kabelbanen van Les Diablerets,0 - no rating,Hiking,13.39,05:40,1237,1329,2486.0,0,0,genferseegebiet-waadtland,1022681,LEY-DW- Onder en langs kabelbanen van Les Diablerets,46.353745,7.205418
1049495,LEY-HDW- Kloofje van Bryon en Les Fers,0 - no rating,Hiking,8.46,02:55,495,1381,1841.0,0,0,genferseegebiet-waadtland,1049495,LEY-HDW- Kloofje van Bryon en Les Fers,46.354214,7.020958
203851,Circuit vélo Vallon du Nozon,2 - medium,Cycling,31.95,04:00,546,634,1179.0,0,4,genferseegebiet-waadtland,203851,Circuit vélo Vallon du Nozon,46.691723,6.461333
63840,La Grande Traversée - stage 3,2 - medium,Hiking,18.32,04:00,236,659,835.0,2,4,genferseegebiet-waadtland,63840,Grosse Wanderroute - 3. Etappe,46.599846,6.376092
449471,gorges-de-covatannaz,1 - easy,Hiking,10.32,02:49,562,593,1049.0,2,2,genferseegebiet-waadtland,449471,gorges-de-covatannaz,46.80785,6.546094
474621,Trélex - 1/2 Barillette,2 - medium,E-MTB,17.66,01:25,515,510,905.0,3,4,genferseegebiet-waadtland,474621,Trélex - 1/2 Barillette,46.415878,6.204464
1022713,LEY-HDW- Le Suchet met buggy,0 - no rating,Hiking,4.99,01:20,16,1233,1388.0,0,0,genferseegebiet-waadtland,1022713,LEY-HDW- Le Suchet met buggy,46.354225,7.021049
203850,Velotour Vallée de Joux,2 - medium,Cycling,30.24,04:00,147,1007,1097.0,0,4,genferseegebiet-waadtland,203850,Velotour Vallée de Joux,46.603191,6.226973
497796,Les Rasses - Chasseron - Les Cluds - Les Rasses,1 - easy,Hiking,11.41,02:50,457,1196,1599.0,2,2,genferseegebiet-waadtland,497796,Les Rasses - Chasseron - Les Cluds - Les Rasses,46.830505,6.54287
644244,Chalet à gobet,1 - easy,Mountainbike,19.84,01:50,329,727,935.0,2,1,genferseegebiet-waadtland,644244,Chalet à gobet,46.564495,6.689835
92256,Bike Tour Parc Jura vaudois,2 - medium,Cycling,121.53,08:00,1879,620,1342.0,2,4,genferseegebiet-waadtland,92256,Bike Tour Parc Jura vaudois,46.603943,6.226694
70833,Grosse Wanderroute - 1. Etappe,3 - difficult,Hiking,18.95,08:00,655,1038,1490.0,2,6,genferseegebiet-waadtland,70833,Grosse Wanderroute - 1. Etappe,46.446041,6.158126
950834,Le Sommet des Diablerets (3210 m ü. M.),3 - difficult,Ski tour,3.3,01:15,374,2837,3210.0,5,3,genferseegebiet-waadtland,950834,Le Sommet des Diablerets (3210 m ü. M.),46.326069,7.205641
60825,La Givrine-St-Cergue,2 - medium,Snowshoe,8.84,03:30,191,1044,1399.0,2,4,genferseegebiet-waadtland,60825,La Givrine-St-Cergue,46.454426,6.112318
959452,"""Villars - Bretaye, via Roc dOrsay""",2 - medium,Ski tour,4.24,02:05,513,1307,1802.0,4,4,genferseegebiet-waadtland,959452,"Villars - Bretaye, via Roc d'Orsay",46.305168,7.055756
203841,7 La Route Verte - 7. Etappe,2 - medium,Cycling,68.88,08:00,455,377,1354.0,0,4,genferseegebiet-waadtland,203841,7 La Route Verte - 7. Etappe,46.607101,6.230378
131665,Glacier Walk,2 - medium,Winter hiking,4.79,01:15,47,2814,2859.0,3,3,genferseegebiet-waadtland,131665,Glacier Walk,46.326866,7.209411
76672,Glacier Walk,1 - easy,Winter hiking,2.43,01:00,48,2816,2856.0,2,2,genferseegebiet-waadtland,76672,Glacier Walk,46.326839,7.209326
1049456,"""LEY-DW- Tour du Mont dOr""",0 - no rating,Hiking,16.36,05:15,676,1351,1735.0,0,0,genferseegebiet-waadtland,1049456,LEY-DW- Tour du Mont d'Or,46.391865,7.046223
1046532,LEY-DW- Terugtocht 2-daagse La Forclaz,0 - no rating,Hiking,9.42,03:05,506,928,1388.0,0,0,genferseegebiet-waadtland,1046532,LEY-DW- Terugtocht 2-daagse La Forclaz,46.350941,7.07075
63841,La Grande Traversée - stage 2,2 - medium,Hiking,14.84,08:00,375,743,1679.0,3,4,genferseegebiet-waadtland,63841,Grosse Wanderroute - 2. Etappe,46.552673,6.250511
959473,"Villars to Les Disblerets, from the Lac Noir to Meilleret",1 - easy,Hiking,4.54,01:31,290,1754,1930.0,3,3,genferseegebiet-waadtland,959473,"Villars to Les Disblerets, from the Lac Noir to Meilleret",46.325249,7.075892
925523,Tour du Lac de Joux,2 - medium,Hiking,22.17,08:00,93,1004,1093.0,0,4,genferseegebiet-waadtland,925523,Tour du Lac de Joux,46.606667,6.243507
203848,Velotour St-Cergue,1 - easy,Cycling,12.16,02:00,293,1041,1334.0,0,2,genferseegebiet-waadtland,203848,Velotour St-Cergue,46.446327,6.157412
444714,Tour d’aï,3 - difficult,Hiking,5.83,01:53,621,1893,2318.0,3,4,genferseegebiet-waadtland,444714,Tour d’aï,46.359768,7.002633
63372,Au sommet du Jura suisse,2 - medium,Hiking,16.15,08:00,683,743,1679.0,2,4,genferseegebiet-waadtland,63372,Au sommet du Jura suisse,46.606087,6.232105
925522,Auf den Gipfel Dent de Vaulion,2 - medium,Hiking,10.65,04:00,475,1007,1483.0,0,4,genferseegebiet-waadtland,925522,Auf den Gipfel Dent de Vaulion,46.684059,6.351254
864941,GFW 47 - Einsame Jurawälder,2 - medium,Hiking,13.51,03:50,390,1045,1380.0,0,4,genferseegebiet-waadtland,864941,GFW 47 - Einsame Jurawälder,46.45443,6.112284
925521,Der Weg der Simeons-Tanne,1 - easy,Thematic route,1.72,02:00,47,1318,1365.0,0,2,genferseegebiet-waadtland,925521,Der Weg der Simeons-Tanne,46.541161,6.258395
1025047,"""LEY-DW-2-daagse Maxis""",0 - no rating,Hiking,7.37,02:40,387,870,1388.0,0,0,genferseegebiet-waadtland,1025047,LEY-DW-2-daagse Maxi's,46.354233,7.021143
1002850,Sainte-Croix – Le Chasseron – Sainte-Croix,2 - medium,Mountainbike,14.6,02:00,571,1085,1599.0,3,3,genferseegebiet-waadtland,1002850,Sainte-Croix – Le Chasseron – Sainte-Croix,46.824928,6.50066
511168,Zum Dach Europas 1. Tag,0 - no rating,Cycling,44.95,03:11,260,373,457.0,0,0,genferseegebiet-waadtland,511168,Zum Dach Europas 1. Tag,46.507191,6.625867
546943,Via Francigena: Variante ohne Yvorne,1 - easy,Pilgrimage,2.53,00:38,25,392,417.0,0,1,genferseegebiet-waadtland,546943,Via Francigena: Variante ohne Yvorne,46.331024,6.948767
104936,Winter: VM Lavanchy,0 - no rating,Winter hiking,2.74,00:58,161,1349,1506.0,0,0,genferseegebiet-waadtland,104936,Winter: VM Lavanchy,46.354237,7.021191
104938,Winter: VM Feydey,0 - no rating,Winter hiking,2.74,00:59,219,1288,1452.0,0,0,genferseegebiet-waadtland,104938,Winter: VM Feydey,46.34388,7.013587
104934,"Winter: NM Le Suchet, Leysin Down-under",0 - no rating,Winter hiking,2.98,00:57,113,1137,1289.0,0,0,genferseegebiet-waadtland,104934,"Winter: NM Le Suchet, Leysin Down-under",46.343796,7.013455
104939,Winter: NM Les Fers,0 - no rating,Winter hiking,6.75,02:26,305,1370,1675.0,0,0,genferseegebiet-waadtland,104939,Winter: NM Les Fers,46.35387,7.021403
104927,"""Winter VM Nid dAigle""",0 - no rating,Winter hiking,5.45,01:30,61,1219,1372.0,0,0,genferseegebiet-waadtland,104927,Winter VM Nid d'Aigle,46.340412,7.00184
104937,Winter: NM Le Témeley,0 - no rating,Winter hiking,5.14,01:44,274,1385,1706.0,0,0,genferseegebiet-waadtland,104937,Winter: NM Le Témeley,46.344078,7.004896
104933,Winter dorpsverkenning Leysin,0 - no rating,Winter hiking,4.06,01:07,67,1254,1386.0,0,0,genferseegebiet-waadtland,104933,Winter dorpsverkenning Leysin,46.354088,7.021156
104943,Winter: NM Prafandaz,0 - no rating,Winter hiking,8.26,02:39,325,1219,1587.0,0,0,genferseegebiet-waadtland,104943,Winter: NM Prafandaz,46.344231,7.005111
511195,01. Radltag: Lausanne - Nyon,0 - no rating,Cycling,46.91,03:12,206,373,530.0,0,0,genferseegebiet-waadtland,511195,01. Radltag: Lausanne - Nyon,46.53381,6.613925
1025048,"""LEY-DW-2-daagse Teenys en Ados La Forclaz""",0 - no rating,Hiking,17.91,06:10,954,804,1739.0,0,0,genferseegebiet-waadtland,1025048,LEY-DW-2-daagse Teeny's en Ado's La Forclaz,46.353878,7.021414
925535,Waldameisen-Pfad,1 - easy,Thematic route,0.91,02:00,14,1434,1453.0,0,2,genferseegebiet-waadtland,925535,Waldameisen-Pfad,46.55267,6.250555
104931,Winter: VM Crettaz,1 - easy,Winter hiking,5.11,01:26,161,1227,1388.0,0,2,genferseegebiet-waadtland,104931,Winter: VM Crettaz,46.354256,7.021344
104928,Winter NM Les Rouvennes,0 - no rating,Winter hiking,5.73,01:55,212,1038,1389.0,0,0,genferseegebiet-waadtland,104928,Winter NM Les Rouvennes,46.354359,7.021318
104941,Winter: NM Solacyre,0 - no rating,Snowshoe,8.11,03:24,446,1371,1832.0,0,0,genferseegebiet-waadtland,104941,Winter: NM Solacyre,46.343906,7.00477
114336,Tête aux Chamois - Col du Pillon,3 - difficult,Via ferrata,3.82,05:00,1044,1555,2520.0,0,4,genferseegebiet-waadtland,114336,Tête aux Chamois - Col du Pillon,46.353668,7.205478
