title,difficulty,sport,length,time,climb,minmax,technique,fitness,ID
['Goldtoni - Alpenbogen A057 Col du Demecre-Auberge de Salanfe'],['medium'],['long-distance walking trail'],24.69km,08:03h,"1,738hm","425 - 2,441m",rating-3,rating-4,266155
['Pfad der Sinne'],['easy'],['Hiking'],3.5km,01:30h,107hm,"1,683 - 1,789m",rating-1,rating-1,175509
['Sentier des bouquetins'],['medium'],['Hiking'],8.39km,03:30h,600hm,"2,358 - 2,804m",rating-4,rating-4,194351
['De Chalais aux chalets ... en passant par LE RICARD'],['easy'],['Thematic route'],3.12km,00:50h,42hm,622 - 664m,rating-2,rating-2,576967
['Massaweg von Blatten bei Naters nach Mörel'],['medium'],['Hiking'],7.99km,03:00h,101hm,"1,190 - 1,453m",rating-2,rating-3,178559
['Winterwanderung von Betten Dorf via Goppisberg nach Greich'],['medium'],['Winter hiking'],2.98km,02:30h,1hm,"1,211 - 2,000m",rating-1,rating-3,120801
['N°110 Tour des cabanes'],['difficult'],['Trailrunning'],93.91km,21:31h,"7,000hm","814 - 2,867m",rating-4,rating-6,553290
['Talabfahrt (Rinderhütte-Tunnel-Folljeret-Leukerbad)'],[],['Hiking'],7.6km,02:00h,1hm,"1,411 - 2,306m",rating-2,rating-2,5114
['Vom Gemmipass zur Lämmerenhütte'],['easy'],['Hiking'],10.02km,03:15h,460hm,"2,207 - 2,507m",rating-2,rating-2,196084
['Rottenweg'],['medium'],['Hiking'],19.74km,04:56h,44hm,"1,240 - 1,370m",rating-1,rating-4,164008
['AllroundTour'],['difficult'],['Cycling'],34.15km,04:15h,"1,840hm","1,385 - 2,310m",rating-5,rating-6,16359
['Jeizi Enduro'],['difficult'],['Mountainbike'],9.68km,00:45h,5hm,"627 - 1,518m",rating-5,rating-2,1034298
['MagicTour'],['medium'],['Cycling'],21.64km,03:00h,960hm,"1,352 - 2,101m",rating-4,rating-4,16361
['Thermalquellen-Wanderung in Leukerbad'],['medium'],['Hiking'],3.46km,02:00h,155hm,"1,387 - 1,552m",rating-3,rating-2,189812
['Via Francigena: Martigny - Orsières'],['difficult'],['Pilgrimage'],20.03km,06:24h,755hm,471 - 901m,rating-,rating-5,156799
['Wanderung von Fiesch ins Fieschertal über die Aspi-Titter Hängebrücke nach Bellwald'],['medium'],['Hiking'],10.03km,06:43h,888hm,"1,055 - 1,827m",rating-3,rating-3,707125
"['Matterhorn Ultraks Trail ""2VK""']",['difficult'],['Trailrunning'],2.53km,00:25h,655hm,"1,620 - 2,288m",rating-5,rating-4,50626
['Arolla to Les Haudères/La Sage'],[],['Hiking'],11.24km,04:01h,418hm,"1,438 - 2,132m",rating-,rating-0,389058
['Themenweg Erlebnispfad (Gratweg) von der Moosfluh zur Riederfurka'],['medium'],['Thematic route'],6.72km,02:40h,457hm,"1,878 - 2,333m",rating-2,rating-3,120669
"['Piste bleu/rouge ""Abérieu par Savolaire""  | Rando-Parc']",[],['Ski tour'],5.03km,02:00h,549hm,"1,313 - 1,896m",rating-,rating-0,1011155
['Schneeschuhwanderung von Fiesch auf die Fiescheralp'],['medium'],['Snowshoe'],5.21km,03:30h,"1,121hm","1,090 - 2,210m",rating-2,rating-3,120758
['La Dérupe'],['medium'],['Hiking'],4.84km,02:15h,806hm,"513 - 1,319m",rating-3,rating-4,343596
['Cabane du Prafleuri to Arolla'],[],['Hiking'],17.47km,06:22h,712hm,"2,072 - 2,864m",rating-,rating-0,389015
['Panorama–Winterwanderweg Moosalp'],['medium'],['Winter hiking'],18.36km,05:30h,527hm,"1,471 - 1,802m",rating-3,rating-3,908542
['Les cols du Grand-St-Bernard'],['difficult'],['Hiking'],11.74km,04:45h,950hm,"2,350 - 2,747m",rating-4,rating-5,178575
['Winter-Talweg Saastal'],['easy'],['Winter hiking'],7.66km,02:15h,200hm,"1,485 - 1,670m",rating-1,rating-2,130889
['Fionnay – Col des Otanes - Corbassière'],['difficult'],['Trailrunning'],16.46km,04:05h,"1,378hm","1,488 - 2,867m",rating-5,rating-5,731418
['St-Luc : Rando Parc / Pluton'],['difficult'],['Ski tour'],7.12km,03:25h,"1,326hm","1,694 - 3,020m",rating-,rating-6,279338
['Galerie Défago'],['easy'],['Hiking'],8.3km,02:51h,454hm,"870 - 1,237m",rating-2,rating-2,586317
['Klettersteig Evolène'],['difficult'],['Via ferrata'],2.24km,02:30h,380hm,"1,386 - 1,712m",rating-,rating-4,91494
['Par les Alpages du Dedans'],['difficult'],['Hiking'],11.18km,04:07h,908hm,"1,777 - 2,539m",rating-5,rating-5,239024
"['Winterwanderung von der Bettmeralp via Ried, Domo nach Betten Dorf']",['medium'],['Winter hiking'],8.5km,02:30h,2hm,"1,194 - 1,924m",rating-1,rating-3,120683
['Zinal: DW - Lac de Moiry - tour 2500'],['medium'],['Hiking'],13.37km,04:40h,840hm,"2,249 - 2,594m",rating-3,rating-3,107941
['Bike-Tour Oberer Höhenweg (Nr. 30)'],['easy'],['Mountainbike'],5.87km,00:35h,29hm,"1,963 - 2,288m",rating-2,rating-2,313099
['Suonenwanderung Bärgeri'],['difficult'],['Hiking'],11.47km,04:30h,519hm,"778 - 1,488m",rating-2,rating-6,132706
['Rundweg Nideralpe - Chlusmatte'],['easy'],['Hiking'],1.75km,00:45h,66hm,"1,797 - 1,841m",rating-,rating-2,276415
['Parcours n°3 - Hôtel Weisshorn'],['medium'],['Mountainbike'],23.9km,03:16h,789hm,"1,654 - 2,364m",rating-,rating-4,374692
['The Five Lakes Walk'],['medium'],['Hiking'],9.22km,03:00h,170hm,"2,132 - 2,586m",rating-2,rating-3,210501
['Zermatt - Zmutt (via Bielti)'],['medium'],['Winter hiking'],3.67km,01:40h,359hm,"1,614 - 1,945m",rating-2,rating-3,50942
['Rhein-Reuss-Rhôneweg:  Gampel - Salgesch'],['medium'],['Pilgrimage'],19.75km,05:25h,305hm,582 - 808m,rating-1,rating-4,212750
['Trail Verbier St-Bernard'],['difficult'],['Trailrunning'],107.91km,24:59h,"8,375hm","711 - 2,830m",rating-4,rating-6,519108
['Valais Bike Unterbäch-Grächen (Etappe 2)'],['difficult'],['Mountainbike'],35.92km,05:50h,"1,530hm","898 - 2,070m",rating-3,rating-4,499553
['Barrage de Moiry/Grimentz to Zinal'],[],['Hiking'],10.02km,03:46h,633hm,"1,647 - 2,856m",rating-,rating-0,394704
['Wiler - Blatten'],['easy'],['Hiking'],5.46km,01:50h,370hm,"1,395 - 1,725m",rating-,rating-2,14255
['Hörnliweg'],['difficult'],['Hiking'],4.29km,02:15h,693hm,"2,570 - 3,260m",rating-5,rating-5,50937
['Wanderung nach Saint-Luc oder Chandolin'],[],['Hiking'],7.92km,02:19h,112hm,"1,978 - 2,351m",rating-,rating-0,354686
['Best of Tour du Saint-Bernard'],['difficult'],['Hiking'],62.08km,22:30h,"4,100hm","1,256 - 2,763m",rating-4,rating-6,1040636
['Hinter dem Mittaghorn'],['medium'],['Hiking'],9.74km,03:30h,90hm,"1,788 - 3,026m",rating-3,rating-4,130892
['Arolla to Les Haudères/La Sage'],[],['Hiking'],11.24km,04:01h,418hm,"1,438 - 2,132m",rating-,rating-0,389058
['Von der Cabane Brunet zur Cabane FXB Panossière'],['medium'],['Hiking'],7km,03:00h,608hm,"2,076 - 2,630m",rating-3,rating-4,175614
['04. Les Crosets - Sur Cou - Chavalet'],[],['Snowshoe'],4.51km,04:45h,850hm,"1,063 - 1,661m",rating-,rating-0,946946
['Klettersteig Mittaghorn'],['medium'],['Via ferrata'],4.55km,05:30h,571hm,"2,562 - 3,143m",rating-,rating-3,130869
['Lötschberger Südrampe von Hohtenn nach Naters'],['medium'],['Hiking'],27.29km,08:00h,764hm,"645 - 1,086m",rating-3,rating-3,202107
['The Peaceful Route: Eistli Circular Hike'],['medium'],['Winter hiking'],6.82km,01:45h,470hm,"1,375 - 1,765m",rating-1,rating-3,12397
['Einfache Rundwanderung auf der Riffelalp'],['medium'],['Hiking'],2.98km,01:00h,72hm,"2,203 - 2,275m",rating-3,rating-3,501833
['Rothwald Trail'],['medium'],['Snowshoe'],6.26km,02:59h,470hm,"1,721 - 2,223m",rating-2,rating-3,485654
['Plattjen Bike-Trail'],['medium'],['Mountainbike'],5.43km,01:00h,313hm,"1,786 - 2,099m",rating-3,rating-3,395840
['Col du Sanetsch'],['difficult'],['Hiking'],9.76km,03:30h,535hm,"2,109 - 2,555m",rating-5,rating-4,185995
['Mattmark - Staudamm Trophy'],['difficult'],['Cycling'],34.26km,04:00h,"1,556hm","646 - 2,202m",rating-3,rating-5,85936
['Pfulwe'],['medium'],['Ski tour'],19.74km,05:00h,816hm,"1,438 - 3,311m",rating-3,rating-3,62527
['Höhenweg Schalb-Jungu'],['medium'],['Hiking'],7.02km,02:50h,477hm,"1,923 - 2,359m",rating-4,rating-3,556816
"['Aussichtsreiche Mountainbikerunde über Breiten, Bister und Hockmatte']",['difficult'],['Mountainbike'],40.04km,05:30h,"1,230hm","757 - 1,356m",rating-4,rating-5,120738
['ZIN-MTB - MTB - Grimentz - Vercorin'],[],['Mountainbike'],46.12km,05:30h,"1,528hm","1,512 - 2,394m",rating-,rating-0,421178
['Talweg Stalden - Saas'],['medium'],['Hiking'],11.49km,04:00h,736hm,"753 - 1,486m",rating-2,rating-3,593336
['Von Anzère zum Lac de Tseuzier'],['medium'],['Hiking'],19.69km,05:00h,338hm,"1,542 - 1,806m",rating-3,rating-3,175513
['Wiler - Fafleralp'],['medium'],['Hiking'],9.87km,02:55h,785hm,"1,395 - 1,899m",rating-,rating-3,14236
['ZIN-DW - Bendolla - Orzival - Mayoux'],[],['Hiking'],7.86km,03:05h,215hm,"1,220 - 2,138m",rating-,rating-0,361146
['Lehrpfad Charlotte La Marmotte'],['easy'],['Hiking'],2.4km,00:40h,68hm,"1,574 - 1,660m",rating-1,rating-1,500081
['Termen - zGartu - Mörel'],['medium'],['Hiking'],9.66km,03:30h,594hm,"741 - 1,398m",rating-2,rating-3,132694
['Im Tal der Almageller'],['medium'],['Hiking'],6.74km,04:30h,"1,234hm","1,658 - 2,894m",rating-3,rating-4,130945
['Tour durchs Trienttal'],['difficult'],['Mountainbike'],52.42km,07:00h,"2,156hm","452 - 1,656m",rating-2,rating-5,81466
['Von der Riederalp nach Fiesch'],['medium'],['Mountainbike'],18.64km,01:30h,252hm,"1,049 - 1,905m",rating-3,rating-2,120678
['AHV - Weg / unterer Höhenweg'],['easy'],['Winter hiking'],2.19km,01:00h,55hm,"1,650 - 1,727m",rating-2,rating-2,50801
['Veros Panorama Trail'],['easy'],['Hiking'],4.95km,02:00h,306hm,"2,095 - 2,351m",rating-1,rating-2,201191
['Wasserlehrpfad'],['medium'],['Hiking'],7.18km,02:17h,73hm,"1,367 - 2,121m",rating-3,rating-3,559768
['SnowRabbit'],['easy'],['Snowshoe'],5.8km,03:00h,434hm,"1,629 - 2,064m",rating-,rating-2,164061
['Mattmark Bike'],['medium'],['Mountainbike'],22.21km,02:45h,593hm,"1,670 - 2,248m",rating-2,rating-4,533117
['Gommer Höhenweg: Oberwald - Münster'],['medium'],['Hiking'],11.91km,04:00h,549hm,"1,359 - 1,732m",rating-3,rating-4,85395
['Hockuchriz Circular Hike'],['medium'],['Hiking'],8.22km,03:40h,730hm,"1,970 - 2,570m",rating-3,rating-3,15205
"['Wanderung von der Fiescheralp zur Riederalp via ""Herrenweg"" und ""Aletschpromenade""']",['easy'],['Hiking'],7.94km,02:30h,57hm,"1,878 - 2,218m",rating-1,rating-2,120664
['Ravensburger Spieleweg: Zwergen-Route'],['easy'],['Hiking'],1.67km,01:00h,46hm,"1,608 - 1,646m",rating-2,rating-2,82151
"['Uisters Tal (""Outer Valley"")']",['medium'],['Hiking'],4.03km,02:35h,805hm,"1,770 - 2,560m",rating-,rating-4,16437
['Wanderung von der Riederalp über den Moränenweg zum Bettmerhorn'],['medium'],['Hiking'],9.2km,03:30h,742hm,"1,905 - 2,647m",rating-2,rating-3,120682
['Biketrail Täsch - Täschalp'],['difficult'],['Mountainbike'],10.15km,03:35h,"1,269hm","1,450 - 2,701m",rating-3,rating-5,50518
['Jeizibärg Bike'],['difficult'],['Mountainbike'],24.99km,03:40h,843hm,"625 - 2,311m",rating-5,rating-4,1000693
['Erlebnispfad Reckingen-Gluringen'],['easy'],['Thematic route'],9km,-,429hm,"1,298 - 1,628m",rating-2,rating-3,112856
['Breithorn'],['medium'],['Ski tour'],17.81km,04:00h,366hm,"1,615 - 4,164m",rating-2,rating-4,911350
['Chemin des poussettes'],[],['Hiking'],3.88km,01:00h,102hm,"1,033 - 1,093m",rating-,rating-0,946953
['Zum Schranni'],['easy'],['Hiking'],6.35km,02:00h,380hm,"1,616 - 1,858m",rating-1,rating-2,164029
['Von Mund nach Birgisch und Naters'],['medium'],['Hiking'],5.89km,01:45h,11hm,"681 - 1,198m",rating-2,rating-3,984901
"[""Chemin d'Ossona""]",['medium'],['Hiking'],7.72km,02:36h,280hm,"923 - 1,168m",rating-3,rating-3,595633
['Lötschenlücke'],['medium'],['Ski tour'],25.96km,05:30h,490hm,"1,535 - 3,480m",rating-2,rating-4,16050
['Winter Mattmarktour'],['medium'],['Winter hiking'],7km,02:20h,534hm,"1,671 - 2,205m",rating-3,rating-3,525021
['Wanderung ins Vallon de Réchy zum Lac du Louché'],['medium'],['Hiking'],20.13km,06:28h,410hm,"1,312 - 2,578m",rating-2,rating-3,167092
['Châteaux de Sion und Umgebung'],['easy'],['Cycling'],41.86km,03:24h,840hm,"480 - 1,149m",rating-2,rating-2,315039
['Kippel - Lauchernalp'],['medium'],['Hiking'],6.17km,02:10h,725hm,"1,385 - 2,060m",rating-1,rating-3,14274
['Via ferrata Mammut - Route C'],['medium'],['Via ferrata'],5.53km,03:30h,791hm,"1,603 - 2,164m",rating-,rating-4,50737
['Auf der historischen Strasse von Naters auf die Belalp'],['medium'],['Hiking'],11.23km,04:50h,"1,459hm","676 - 2,135m",rating-4,rating-4,201802
['Grimentz - Mottec n°4'],['easy'],['Snowshoe'],5.55km,02:12h,127hm,"1,512 - 1,599m",rating-,rating-1,289404
['Sentier viticole / Rebweg'],['easy'],['Hiking'],7.53km,02:00h,190hm,534 - 660m,rating-2,rating-2,203264
['Klettersteig Moiry'],['difficult'],['Via ferrata'],2.52km,02:30h,480hm,"2,108 - 2,311m",rating-,rating-5,92277
"['Forêt de Pfyn/Finges - Parcours ""Les collines"" (Zurich VitaParcours)']",['medium'],['Hiking'],4.55km,01:27h,148hm,542 - 599m,rating-3,rating-4,395857
['Alpenblumenpromenade'],['medium'],['Thematic route'],9.63km,03:00h,147hm,"1,553 - 2,520m",rating-2,rating-3,130939
['Bellwald: Mutti-Rundweg'],['medium'],['Snowshoe'],2.94km,01:30h,280hm,"1,534 - 1,802m",rating-3,rating-3,185337
['Schwarztor'],['easy'],['Ski tour'],16.83km,04:00h,117hm,"1,615 - 3,838m",rating-2,rating-2,911348
['Ravensburger Spieleweg: Zwergen-Route'],['easy'],['Hiking'],1.67km,01:00h,46hm,"1,608 - 1,646m",rating-2,rating-2,82151
['Tour du Haut Lac'],['medium'],['Cycling'],52.35km,06:15h,575hm,372 - 558m,rating-1,rating-3,80834
['Familienerlebnis auf dem Hannig'],['easy'],['Hiking'],5.61km,02:30h,516hm,"1,818 - 2,336m",rating-2,rating-2,130863
['Schneeschuhtrail Rothwald'],['difficult'],['Snowshoe'],6.37km,03:00h,469hm,"1,721 - 2,222m",rating-,rating-5,132649
"[""Tour du Val d'Anniviers: Vallon de Réchy - Bergsee Le Louché (Etappe 5)""]",['medium'],['Hiking'],15.1km,05:00h,710hm,"2,176 - 2,577m",rating-3,rating-3,167081
['Rondom Zermatt'],[],['Hiking'],81.74km,38:07h,"6,035hm","1,439 - 3,414m",rating-,rating-0,150443
['Fleschen Trail'],['medium'],['Snowshoe'],5.65km,02:39h,432hm,"1,631 - 2,063m",rating-3,rating-2,489960
['Talweg Ganter'],['medium'],['Hiking'],10.58km,03:30h,456hm,"1,065 - 1,405m",rating-2,rating-3,132604
['Tour de la falaise de St-Maurice'],['medium'],['Hiking'],7.29km,02:15h,358hm,413 - 767m,rating-2,rating-3,175654
['Sentier viticole / Rebweg'],['easy'],['Hiking'],7.53km,02:00h,190hm,534 - 660m,rating-2,rating-2,203264
['Vitaparcours Moubra'],['medium'],['Trailrunning'],2.12km,00:24h,33hm,"1,396 - 1,429m",rating-3,rating-3,586711
['Champéry - Progrès - Sous Sex - Champéry'],[],['Hiking'],3.38km,01:00h,123hm,"914 - 1,034m",rating-,rating-0,946942
"[""Jardin d'escalade des Crêts / Grimentz""]",[],['Climbing'],1.72km,01:35h,251hm,"2,128 - 2,379m",rating-,rating-0,1032845
['Rothwald: Rundweg «Über d Egge»'],['easy'],['Hiking'],4.63km,01:30h,251hm,"1,721 - 1,971m",rating-1,rating-2,132663
['Hannig Trail'],['medium'],['Trailrunning'],8.94km,02:00h,417hm,"1,824 - 2,756m",rating-4,rating-4,758867
['Leukerbad-Flüealp'],['easy'],['Mountainbike'],7.85km,02:00h,756hm,"1,381 - 2,048m",rating-1,rating-2,81417
['White Magic Trail'],['medium'],['Snowshoe'],3.55km,01:45h,7hm,"1,861 - 2,572m",rating-3,rating-3,50362
['Plattjen Bike-Trail'],['medium'],['Mountainbike'],5.43km,01:00h,313hm,"1,786 - 2,099m",rating-3,rating-3,395840
['Rundwanderung Täsch'],['easy'],['Hiking'],4.62km,01:10h,28hm,"1,424 - 1,451m",rating-2,rating-2,50189
['ZIN-MTB - MTB - Grimentz - Vercorin'],[],['Mountainbike'],46.12km,05:30h,"1,528hm","1,512 - 2,394m",rating-,rating-0,421178
['Schneeschuh-Trail St-Jean - Mayoux'],['difficult'],['Snowshoe'],8.9km,04:28h,758hm,"1,202 - 2,138m",rating-2,rating-5,272191
['5 Seen Tour Lötschental'],['difficult'],['Hiking'],17.52km,06:33h,"1,155hm","1,526 - 2,568m",rating-,rating-6,358839
['Circular Hike along the Tenn Path of the Cross'],['easy'],['Pilgrimage'],3.95km,01:45h,180hm,"1,395 - 1,540m",rating-1,rating-2,14227
['Champex to Trient via Fenêtre d’Arpette'],['difficult'],['Hiking'],14.89km,06:45h,"1,199hm","1,279 - 2,667m",rating-2,rating-6,538917
['Mattmark Memorial 1965 Halbmarathon-Trail'],['medium'],['Trailrunning'],21.08km,04:00h,783hm,"1,477 - 2,259m",rating-3,rating-4,896068
['Aminona-Aprili Trail'],['medium'],['Snowshoe'],5.64km,02:30h,380hm,"1,514 - 1,883m",rating-2,rating-3,161199
['Gruben to St Niklaus'],[],['Hiking'],13.41km,05:35h,"1,115hm","1,822 - 2,893m",rating-,rating-0,389983
"['Rundwanderung von Fiesch über Bellwald, Niederwald und Ernen nach Fiesch']",['medium'],['Hiking'],15.69km,05:00h,613hm,"1,007 - 1,562m",rating-2,rating-4,120786
['Simplon – Mythische Alpenpässe'],['medium'],['Cycling'],22.73km,02:30h,"1,334hm","672 - 2,006m",rating-3,rating-4,91011
['Route Nendaz – Nendaz'],['medium'],['Hiking'],12.43km,04:06h,304hm,"1,346 - 1,568m",rating-3,rating-3,63236
['Von Mund zur Kapelle Gstein'],['difficult'],['Hiking'],5.62km,02:15h,404hm,"783 - 1,186m",rating-4,rating-5,984906
['Lauchernalp - Blatten'],['easy'],['Hiking'],5.56km,01:30h,89hm,"1,530 - 1,970m",rating-1,rating-2,14259
['Hängebrücke Bodmer'],['medium'],['Hiking'],6.8km,-,523hm,"1,347 - 1,918m",rating-3,rating-4,317883
['Winterwanderung von Betten Dorf via Goppisberg nach Greich'],['medium'],['Winter hiking'],2.98km,02:30h,1hm,"1,211 - 2,000m",rating-1,rating-3,120801
['Trient to Tré-le-Champ via Col de Balme'],['difficult'],['Hiking'],13.47km,05:30h,"1,117hm","1,285 - 2,209m",rating-2,rating-5,535369
['Täschalp - Tufteren'],['medium'],['Hiking'],6.24km,02:00h,241hm,"2,137 - 2,349m",rating-2,rating-3,50567
['Bisse de Vercorin - Rückkehr bei den Mayens de Réchy'],['medium'],['Hiking'],11.96km,03:55h,533hm,"1,320 - 1,661m",rating-2,rating-3,343636
['Lehrpfad Charlotte la Marmotte'],['easy'],['Hiking'],7.74km,02:30h,3hm,"901 - 1,471m",rating-1,rating-1,519122
['Auf der Alten Bergstrasse von Naters nach Blatten bei Naters'],['medium'],['Hiking'],5.7km,02:18h,657hm,"676 - 1,333m",rating-3,rating-4,172351
['Skitour auf das Galehorn (2797 m.ü.M.)'],['medium'],['Ski tour'],4.47km,04:00h,"1,004hm","1,797 - 2,797m",rating-3,rating-3,447835
['ZIN - WEX - Geologische wandeling in Moiry'],[],['Hiking'],10.37km,03:40h,672hm,"2,247 - 2,530m",rating-,rating-0,1020692
['Vom Hotel Belalp zum Hohbiel'],['difficult'],['Hiking'],2.91km,01:30h,543hm,"2,131 - 2,674m",rating-4,rating-5,974667
['Pfulwe'],['medium'],['Ski tour'],19.74km,05:00h,816hm,"1,438 - 3,311m",rating-3,rating-3,62527
['Glacier Trail'],['medium'],['Hiking'],9.87km,04:30h,309hm,"2,205 - 3,037m",rating-4,rating-4,130891
['Bahnweg Täsch - Zermatt'],['easy'],['Hiking'],6.05km,01:55h,198hm,"1,438 - 1,632m",rating-2,rating-2,50218
['Dorfrundfahrt Saas-Fee'],['medium'],['Mountainbike'],8.08km,01:10h,260hm,"1,771 - 2,030m",rating-3,rating-3,383161
['Rundwanderung vom Salwald nach Brischeru'],['difficult'],['Hiking'],5.74km,02:15h,471hm,"1,592 - 2,063m",rating-4,rating-5,974668
['Simplon Höhenweg'],['medium'],['Hiking'],12.23km,04:20h,450hm,"1,474 - 2,199m",rating-2,rating-4,132587
['Bisse du Sillonin (Sillonin-Suone)'],['medium'],['Hiking'],7.07km,02:04h,53hm,"736 - 1,036m",rating-4,rating-1,183141
['Biketour Gämschfax'],['medium'],['Mountainbike'],30.48km,03:47h,"1,048hm","1,345 - 2,239m",rating-2,rating-3,85374
['Lötschenlücke'],['medium'],['Ski tour'],25.96km,05:30h,490hm,"1,535 - 3,480m",rating-2,rating-4,16050
['Vitaparcours Saas-Fee'],['medium'],['Running'],2.59km,00:30h,73hm,"1,827 - 1,899m",rating-2,rating-3,862984
['02. Champoussin - U Yeü Tsalé - Les Bochasses'],[],['Snowshoe'],5km,02:00h,187hm,"1,373 - 1,554m",rating-,rating-0,946944
['Sonnenweg Hannig im Winter'],['easy'],['Winter hiking'],3.97km,01:30h,1hm,"1,790 - 2,336m",rating-2,rating-2,130878
['Kulturweg'],['easy'],['Hiking'],12.91km,03:00h,230hm,"573 - 1,401m",rating-2,rating-2,189740
['Jeizi Enduro'],['difficult'],['Mountainbike'],9.68km,00:45h,5hm,"627 - 1,518m",rating-5,rating-2,1034298
['Hockuchriz Circular Hike'],['medium'],['Hiking'],8.22km,03:40h,730hm,"1,970 - 2,570m",rating-3,rating-3,15205
['Tour de Mayentset'],['medium'],['Mountainbike'],21.51km,03:18h,793hm,"864 - 1,575m",rating-3,rating-3,519061
['Weg der Stille'],['difficult'],['Hiking'],4.98km,01:45h,38hm,"2,298 - 3,081m",rating-5,rating-4,52266
['Alpine Wanderung UNESCO-Höhenweg vom Bettmerhorn zum Eggishorn'],['medium'],['Hiking'],3.02km,03:00h,372hm,"2,648 - 2,870m",rating-4,rating-3,120742
['Cabane du Prafleuri to Arolla'],[],['Hiking'],17.47km,06:22h,712hm,"2,072 - 2,864m",rating-,rating-0,389015
['Rundwanderung um den Bettmersee'],['easy'],['Hiking'],4.12km,01:15h,91hm,"1,924 - 2,016m",rating-1,rating-2,120751
['Biketrail Täsch - Täschalp'],['difficult'],['Mountainbike'],10.15km,03:35h,"1,269hm","1,450 - 2,701m",rating-3,rating-5,50518
['TorTour'],['difficult'],['Cycling'],30.6km,04:00h,"1,575hm","1,330 - 2,110m",rating-5,rating-6,16365
['Hockenhorn - Gitzifurggu - Leukerbad'],['medium'],['Ski tour'],12.8km,05:00h,780hm,"1,445 - 3,205m",rating-3,rating-3,16046
['Längfluh / Saas-Fee'],['medium'],['Hiking'],6.45km,02:00h,23hm,"1,783 - 2,869m",rating-4,rating-3,599056
['Grächen Loop'],['easy'],['Mountainbike'],10.42km,01:32h,330hm,"1,493 - 1,781m",rating-1,rating-2,310001
['Glacier Trail'],['medium'],['Hiking'],9.87km,04:30h,309hm,"2,205 - 3,037m",rating-4,rating-4,130891
['Roggen-Dorf Erschmatt - Chalberweid - Erschmatt'],['medium'],['Snowshoe'],6.26km,02:38h,430hm,"1,242 - 1,672m",rating-4,rating-4,908548
['Winterwanderung Rundweg Bettmeralp - Lischa'],['easy'],['Winter hiking'],2.91km,01:00h,118hm,"1,924 - 2,042m",rating-1,rating-1,405271
['Mountainbike-Route Stoneman Glaciara by Roland Stauder'],['difficult'],['Mountainbike'],122.94km,19:50h,"4,700hm","757 - 2,592m",rating-5,rating-6,138936
['La Lé'],['medium'],['Hiking'],12.77km,04:00h,30hm,"1,323 - 2,326m",rating-,rating-4,343559
['Top - Flyer Route / Flyer Tour'],['easy'],['Cycling'],18.7km,02:00h,527hm,"1,356 - 1,786m",rating-2,rating-2,2548
['Ar du Tsan'],['medium'],['Hiking'],7.11km,02:20h,166hm,"2,176 - 2,326m",rating-2,rating-3,343637
['Lehrpfad Charlotte la Marmotte'],['easy'],['Hiking'],7.74km,02:30h,3hm,"901 - 1,471m",rating-1,rating-1,519122
['Von Visperterminen durch das Nanztal auf den Simplonpass'],['difficult'],['Hiking'],18.69km,05:00h,762hm,"1,889 - 2,485m",rating-5,rating-4,195115
['Furi - Stafel'],['medium'],['Winter hiking'],4.87km,01:40h,339hm,"1,861 - 2,200m",rating-3,rating-4,50673
['Boucle découverte de Crans-Montana'],[],['Cycling'],19.13km,01:12h,491hm,"1,272 - 1,587m",rating-,rating-0,175725
['Zermatt - Ried'],['easy'],['Winter hiking'],2.25km,00:50h,201hm,"1,600 - 1,800m",rating-2,rating-2,50166
['Fafleralp - Blatten'],['easy'],['Hiking'],6.46km,01:57h,161hm,"1,530 - 1,900m",rating-1,rating-2,15155
"['Winterwanderung am Wysswasser – Fiesch, Fieschertal und zurück']",['easy'],['Winter hiking'],5.36km,01:30h,82hm,"1,050 - 1,110m",rating-1,rating-2,120675
['Walk to Zmutt & Furi'],['easy'],['Hiking'],4.93km,02:00h,325hm,"1,612 - 1,933m",rating-1,rating-2,210503
['Vercorin: Rando Parc / Santa Maria'],['medium'],['Ski tour'],5.67km,02:40h,"1,000hm","1,323 - 2,323m",rating-4,rating-4,283338
['Schneeschuhtrail Rothwald'],['difficult'],['Snowshoe'],6.37km,03:00h,469hm,"1,721 - 2,222m",rating-,rating-5,132649
['Tour Matterhorn'],['difficult'],['long-distance walking trail'],147.31km,60:00h,"10,353hm","1,403 - 3,316m",rating-,rating-6,51022
['Hockenhorn - Gitzifurggu - Leukerbad'],['medium'],['Ski tour'],12.8km,05:00h,780hm,"1,445 - 3,205m",rating-3,rating-3,16046
['Auf zum Brudelhorn'],['difficult'],['Hiking'],14.43km,08:00h,"1,462hm","1,340 - 2,791m",rating-2,rating-5,85365
['Auf der historischen Strasse von Naters auf die Belalp'],['medium'],['Hiking'],11.23km,04:50h,"1,459hm","676 - 2,135m",rating-4,rating-4,201802
['Le Châble to Cabane du Mont Fort'],[],['Hiking'],12.18km,05:11h,"1,632hm","820 - 2,452m",rating-,rating-0,389061
['Familienwanderung von Ulrichen nach Reckingen'],['medium'],['Hiking'],7.6km,02:00h,5hm,"1,314 - 1,351m",rating-2,rating-3,368317
['Mit dem Fahrrad über den Simplonpass'],['difficult'],['Cycling'],42.3km,04:00h,"1,334hm","672 - 2,006m",rating-,rating-5,170055
['Wanderung von Mörel-Filet über Zen Achru nach Termen'],['medium'],['Hiking'],6.1km,02:20h,450hm,"757 - 1,124m",rating-3,rating-3,120640
